,country,handle,contribution,contest_count,rating,max_rating,friends_count,rank,duration,problem_count,avg_difficulty,avg_difficulty20,median,tag_hashing,tag_shortest paths,tag_implementation,tag_Other,tag_dsu,tag_trees,tag_brute force,tag_greedy,tag_probabilities,tag_strings,tag_binary search,tag_data structures,tag_divide and conquer,tag_two pointers,tag_sortings,tag_combinatorics,tag_string suffix structures,tag_ternary search,tag_geometry,tag_constructive algorithms,tag_math,tag_dp,tag_graphs,tag_number theory,tag_matrices,tag_graph matchings,tag_games,tag_dfs and similar,tag_bitmasks,difficulty_bucket0,difficulty_bucket1,difficulty_bucket2,difficulty_bucket3,difficulty_bucket4,difficulty_bucket5,difficulty_bucket6,difficulty_bucket7,difficulty_bucket8,difficulty_bucket9,difficulty_bucket10,difficulty_bucket11,difficulty_bucket12,organization_ABV-IIITM Gwalior,organization_Amrita Vishwa Vidyapeetham,"organization_Army Institute Of Technology (AIT), Pune","organization_BIRLA INSTITUTE OF TECHNOLOGY,  MESRA",organization_BIT Mesra,"organization_BIT Mesra, Ranchi","organization_BIT, Mesra",organization_BITS Pilani,organization_BITS Pilani Goa Campus,organization_BITS Pilani Hyderabad Campus,"organization_BITS Pilani, Pilani campus","organization_BITS, Pilani","organization_Birla Institute of Technology, Mesra","organization_College of Engineering, Guindy",organization_DA-IICT,organization_DAIICT,"organization_DAIICT, Ghandinagar Gujarat",organization_Delhi Technological University,organization_Dwarkadas J. Sanghvi College of Engineering,organization_HBTI Kanpur,organization_Heritage Institute Of Technology,organization_IEM Kolkata,"organization_IIEST, Shibpur",organization_IIIT - Delhi,organization_IIIT - HYDERABAD,organization_IIIT Allahabad,organization_IIIT Bangalore,organization_IIIT Delhi,organization_IIIT Hyderabad,organization_IIT BHU Varanasi,"organization_IIT BHU, Varanasi",organization_IIT Bombay,organization_IIT Delhi,organization_IIT Guwahati,organization_IIT Hyderabad,organization_IIT Indore,organization_IIT Jodhpur,organization_IIT Kanpur,organization_IIT Kharagpur,organization_IIT Mandi,organization_IIT Patna,organization_IIT Roorkee,organization_IIT(ISM) DHANBAD,organization_Indian Institute Of Technology Varanasi,organization_Indian Institute of Technology Bombay,organization_Indian Institute of Technology Delhi,organization_Indian Institute of Technology Kharagpur,organization_Indian Institute of Technology Madras,organization_Indian School of Mines,organization_Jadavpur University,organization_Jalpaiguri Government Engineering College,organization_Jamia Millia Islamia,"organization_Jaypee Institute of Information Technology,Noida",organization_Kamla Nehru Institute Of Technology,organization_LNMIIT,organization_Lovely Professional University,organization_MANIT Bhopal,"organization_MNNIT ,Allahabad","organization_MNNIT, Allahabad",organization_Madras institute of technology,organization_Malaviya National Institute of Technology(MNIT),organization_Microsoft,organization_Motilal Nehru National Institue of Technology,organization_NIT Calicut,organization_NIT Durgapur,organization_NIT Hamirpur,organization_NIT Jalandhar,organization_NIT Jamshedpur,organization_NIT Kurukshetra,organization_NIT Silchar,organization_NIT Trichy,organization_NIT Warangal,"organization_NITK , Surathkal",organization_National Institute of Technology Patna,"organization_Netaji Subhas Institute of Technology, Delhi",organization_Nirma University,organization_Pune Institute of Computer Technology,organization_SRM University,organization_SSN College Of Engineering,organization_SVNIT,organization_Thapar University,organization_University School of Information Technology,"organization_Vellore Institute of Technology,Vellore"
4552,India,divyanshidm,0,1,1417,1417,1,specialist,603,2,800.0,1000.0,600,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3226,India,ksh15,0,12,1717,1717,23,expert,2125,63,1152.3809523809525,1650.0,1100,0,1,49,2,0,0,12,16,0,7,3,2,0,2,7,0,0,0,1,5,14,1,0,4,0,1,0,0,1,21,16,9,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,India,hashtag_sagar,0,8,1128,1374,7,newbie,186,45,1002.2222222222223,1344.4444444444443,1000,0,0,26,0,0,0,7,7,0,5,2,0,0,0,4,0,0,0,0,4,20,4,0,1,0,0,1,0,1,17,12,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,India,ram_mahidhar,0,41,1866,1866,24,expert,453,125,1317.6,1832.0,1300,0,1,55,0,3,1,23,35,0,7,9,7,0,6,6,3,0,0,3,12,40,13,10,11,0,0,3,7,4,21,19,33,17,20,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,India,sk893,0,5,1358,1373,4,pupil,828,9,955.5555555555555,1300.0,900,0,0,7,0,0,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,India,theQmech,0,21,1573,1650,13,specialist,1138,80,1286.25,1875.0,1200,1,0,38,1,1,2,12,16,0,6,3,4,0,0,5,4,0,0,3,14,25,9,5,4,0,0,1,4,2,15,15,19,15,7,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,India,_vip3_,0,15,1526,1526,23,specialist,1931,60,1555.0,2158.333333333333,1500,1,1,32,0,1,0,16,15,1,1,3,4,1,2,7,8,0,0,0,8,19,8,4,3,0,0,0,4,5,3,9,12,6,11,7,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6314,India,himanshu802,0,9,849,1371,0,newbie,131,29,1017.2413793103447,1360.0,1000,0,1,15,0,0,0,8,5,0,4,2,0,0,0,3,0,0,0,2,1,8,1,0,3,0,1,0,0,0,12,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,India,SJ99,0,20,1612,1612,43,expert,822,287,1390.2439024390244,1961.4035087719296,1400,0,4,122,3,5,10,50,70,1,19,27,33,1,15,30,9,0,1,4,27,63,43,17,15,0,1,4,20,8,46,44,50,40,51,32,18,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5740,India,Admiral_puri,0,14,1131,1369,9,newbie,269,69,1024.6376811594203,1369.2307692307693,1000,1,0,40,0,0,0,12,15,0,8,2,1,0,1,9,0,0,0,1,2,20,5,2,2,0,1,1,4,0,28,23,15,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,India,chinmay0906,37,54,2108,2166,208,master,663,474,1681.8565400843881,2382.978723404255,1700,14,11,160,9,16,34,89,96,13,40,48,73,9,18,42,38,8,3,14,43,113,118,52,33,7,0,7,47,24,38,48,59,36,77,67,64,34,33,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3311,India,techaddict,0,30,1520,1699,55,specialist,2466,485,1141.6494845360824,1537.1134020618554,1100,4,4,310,8,1,3,97,83,2,37,21,11,1,14,51,10,0,0,10,42,117,35,5,25,0,2,3,12,8,112,156,125,60,20,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746,India,kingkoprbha,0,9,1253,1406,5,pupil,313,47,1036.1702127659576,1333.3333333333333,1000,0,0,27,0,0,0,7,6,0,4,0,0,0,0,1,0,0,0,1,8,18,1,0,2,0,0,0,0,1,18,15,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3482,India,champ94,0,4,1127,1396,1,newbie,1576,23,1069.5652173913043,1600.0,1000,0,0,19,0,0,0,2,3,0,15,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,7,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,India,debadyuti,0,2,1264,1387,6,pupil,476,42,921.4285714285713,1137.5,900,0,1,31,1,0,0,9,2,0,9,1,0,0,0,4,0,0,0,1,2,10,0,0,0,0,1,0,0,0,29,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462,India,abhishekgarg,0,10,1388,1563,18,pupil,1519,336,1297.9166666666667,1723.8805970149253,1300,3,4,160,2,14,14,60,100,0,31,29,24,1,15,48,8,0,2,4,30,72,43,31,8,0,2,5,39,2,38,77,78,75,47,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,India,aiwprton,7,43,1956,1956,46,candidate master,877,240,1312.0833333333333,1837.5,1300,0,0,125,1,7,11,52,54,1,14,15,15,1,10,19,11,0,1,6,26,54,27,13,15,0,0,6,16,6,41,45,56,37,30,20,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,India,abhiiitr6002,0,6,1232,1414,1,pupil,1275,9,1255.5555555555557,2100.0,1100,0,0,4,0,0,2,2,1,0,1,1,2,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,1,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,India,kalra.akshit,0,19,1759,1772,32,expert,1271,122,1357.377049180328,1845.833333333333,1300,0,1,54,3,4,8,17,22,2,6,8,7,1,5,8,6,0,0,0,22,22,20,8,4,0,0,3,14,2,16,20,27,18,29,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,India,rdsm,0,3,1204,1375,4,pupil,1546,3,1133.3333333333333,1300.0,1200,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,India,vishu902,0,15,1305,1406,7,pupil,429,35,1062.857142857143,1500.0,1100,0,0,20,0,0,1,4,11,0,5,2,2,0,3,3,0,0,0,0,2,6,3,1,1,0,0,0,1,0,13,7,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,India,sedulous,0,6,1480,1480,6,specialist,466,45,1095.5555555555557,1422.2222222222224,1100,0,1,32,0,0,0,6,9,0,4,1,0,0,1,2,0,0,0,0,3,10,1,1,4,0,0,0,1,0,10,21,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6130,India,premsagar279,0,6,1247,1394,3,pupil,714,17,1129.4117647058827,1500.0,1200,0,0,9,0,1,0,2,7,0,4,0,0,0,0,1,0,0,0,0,3,3,1,0,1,0,0,0,1,0,4,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,India,triveni,6,72,2017,2102,561,candidate master,2140,483,1784.4720496894408,2623.958333333333,1700,11,17,174,22,17,41,72,115,17,29,51,65,9,16,49,30,7,7,25,59,111,100,48,34,5,4,13,56,22,31,35,56,54,73,55,45,40,40,31,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,India,piyushgarg2425,0,41,1476,1501,21,specialist,926,145,1136.5517241379312,1513.7931034482758,1100,0,1,86,0,1,3,34,21,0,18,9,6,0,6,12,2,0,0,4,15,28,4,3,5,0,1,3,5,2,36,41,41,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,India,singhyogendra924,0,3,1231,1404,3,pupil,377,9,977.7777777777777,1300.0,900,0,1,6,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6336,India,guptaishwar1998,0,13,1042,1373,5,newbie,367,20,905.0,1175.0,900,0,1,11,1,0,0,7,3,0,0,1,0,0,0,1,0,0,0,2,1,8,2,0,2,0,1,0,0,0,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,India,HappuDaroga,0,1,1388,1388,0,pupil,778,2,1150.0,1500.0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2983,India,ashish2011,0,41,1632,1699,52,expert,613,182,1307.6923076923074,1808.333333333333,1300,0,1,91,0,4,11,31,48,0,11,10,13,0,5,12,3,0,0,2,20,37,17,10,9,1,0,3,11,3,35,25,45,31,31,10,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,India,zyan7,0,15,1291,1509,6,pupil,754,68,1208.8235294117646,1661.5384615384617,1200,1,0,33,1,2,4,15,21,1,7,6,7,0,3,6,1,0,0,2,8,12,20,7,3,0,1,1,7,3,16,15,16,11,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4833,India,MihirRathod,0,7,1223,1383,4,pupil,842,8,937.5,1300.0,800,0,0,4,0,0,0,2,3,0,0,1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,India,ignatiuspereira,0,14,1330,1416,3,pupil,762,54,1172.2222222222224,1620.0,1100,2,1,30,2,0,0,10,11,0,4,3,2,1,2,4,0,0,0,2,15,20,3,0,6,0,0,0,1,1,11,16,15,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,India,naveen1998,0,7,1271,1423,12,pupil,615,47,1048.936170212766,1344.4444444444443,1000,0,2,27,0,0,1,7,15,0,9,0,0,0,0,5,0,0,0,1,3,9,4,1,2,0,1,0,1,0,15,20,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5409,India,mewtomat,0,2,1322,1404,1,pupil,1548,11,1318.1818181818182,1850.0,1200,1,0,7,1,0,0,0,1,0,2,2,2,0,0,3,0,1,0,0,0,3,1,1,0,0,0,0,0,0,3,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,India,batmanav,0,26,1333,1430,11,pupil,1263,64,1071.875,1366.6666666666667,1100,0,0,37,0,0,0,12,8,0,10,2,0,0,1,7,1,0,0,4,7,14,1,0,1,0,0,1,0,0,18,23,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4414,India,vinaylodha24,0,8,1645,1734,88,expert,1910,56,1726.7857142857142,2245.4545454545455,1800,1,1,11,2,1,9,8,9,0,3,3,10,3,1,9,7,2,1,2,4,7,15,4,2,0,0,1,11,2,5,3,3,6,9,8,13,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,India,dhruvesh,0,2,1316,1403,2,pupil,1457,1,900.0,900.0,900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6386,India,Stormer007,0,12,942,1407,3,newbie,342,150,1076.0,1403.333333333333,1100,1,2,88,1,1,0,21,38,0,18,4,3,0,1,15,2,0,0,4,13,37,13,3,7,0,1,2,3,2,52,35,47,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2128,India,radheshsarma2299,0,23,1090,1367,26,newbie,380,182,1015.3846153846154,1388.888888888889,1000,0,1,128,1,0,0,28,44,1,31,6,4,0,4,21,2,0,0,0,14,36,6,0,6,0,2,3,1,0,85,43,39,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5482,India,anikaitshivam,0,10,1566,1638,10,specialist,1663,26,1176.923076923077,1520.0,1100,0,0,21,0,0,0,5,8,0,1,0,0,0,0,5,0,0,0,1,1,4,1,0,0,0,0,0,0,1,3,10,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,India,kevin_212,0,21,1602,1665,4,expert,1544,47,1238.2978723404256,1677.7777777777776,1200,1,1,27,0,0,0,9,9,0,3,3,1,0,0,8,0,0,0,1,6,14,1,0,0,0,0,0,0,1,6,14,15,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
