,country,handle,contribution,contest_count,rating,max_rating,friends_count,rank,duration,problem_count,avg_difficulty,avg_difficulty20,median,tag_hashing,tag_shortest paths,tag_implementation,tag_Other,tag_dsu,tag_trees,tag_brute force,tag_greedy,tag_probabilities,tag_strings,tag_binary search,tag_data structures,tag_divide and conquer,tag_two pointers,tag_sortings,tag_combinatorics,tag_string suffix structures,tag_ternary search,tag_geometry,tag_constructive algorithms,tag_math,tag_dp,tag_graphs,tag_number theory,tag_matrices,tag_graph matchings,tag_games,tag_dfs and similar,tag_bitmasks,difficulty_bucket0,difficulty_bucket1,difficulty_bucket2,difficulty_bucket3,difficulty_bucket4,difficulty_bucket5,difficulty_bucket6,difficulty_bucket7,difficulty_bucket8,difficulty_bucket9,difficulty_bucket10,difficulty_bucket11,difficulty_bucket12,organization_ABV-IIITM Gwalior,organization_Amrita Vishwa Vidyapeetham,"organization_Army Institute Of Technology (AIT), Pune","organization_BIRLA INSTITUTE OF TECHNOLOGY,  MESRA",organization_BIT Mesra,"organization_BIT Mesra, Ranchi","organization_BIT, Mesra",organization_BITS Pilani,organization_BITS Pilani Goa Campus,organization_BITS Pilani Hyderabad Campus,"organization_BITS Pilani, Pilani campus","organization_BITS, Pilani","organization_Birla Institute of Technology, Mesra","organization_College of Engineering, Guindy",organization_DA-IICT,organization_DAIICT,"organization_DAIICT, Ghandinagar Gujarat",organization_Delhi Technological University,organization_Dwarkadas J. Sanghvi College of Engineering,organization_HBTI Kanpur,organization_Heritage Institute Of Technology,organization_IEM Kolkata,"organization_IIEST, Shibpur",organization_IIIT - Delhi,organization_IIIT - HYDERABAD,organization_IIIT Allahabad,organization_IIIT Bangalore,organization_IIIT Delhi,organization_IIIT Hyderabad,organization_IIT BHU Varanasi,"organization_IIT BHU, Varanasi",organization_IIT Bombay,organization_IIT Delhi,organization_IIT Guwahati,organization_IIT Hyderabad,organization_IIT Indore,organization_IIT Jodhpur,organization_IIT Kanpur,organization_IIT Kharagpur,organization_IIT Mandi,organization_IIT Patna,organization_IIT Roorkee,organization_IIT(ISM) DHANBAD,organization_Indian Institute Of Technology Varanasi,organization_Indian Institute of Technology Bombay,organization_Indian Institute of Technology Delhi,organization_Indian Institute of Technology Kharagpur,organization_Indian Institute of Technology Madras,organization_Indian School of Mines,organization_Jadavpur University,organization_Jalpaiguri Government Engineering College,organization_Jamia Millia Islamia,"organization_Jaypee Institute of Information Technology,Noida",organization_Kamla Nehru Institute Of Technology,organization_LNMIIT,organization_Lovely Professional University,organization_MANIT Bhopal,"organization_MNNIT ,Allahabad","organization_MNNIT, Allahabad",organization_Madras institute of technology,organization_Malaviya National Institute of Technology(MNIT),organization_Microsoft,organization_Motilal Nehru National Institue of Technology,organization_NIT Calicut,organization_NIT Durgapur,organization_NIT Hamirpur,organization_NIT Jalandhar,organization_NIT Jamshedpur,organization_NIT Kurukshetra,organization_NIT Silchar,organization_NIT Trichy,organization_NIT Warangal,"organization_NITK , Surathkal",organization_National Institute of Technology Patna,"organization_Netaji Subhas Institute of Technology, Delhi",organization_Nirma University,organization_Pune Institute of Computer Technology,organization_SRM University,organization_SSN College Of Engineering,organization_SVNIT,organization_Thapar University,organization_University School of Information Technology,"organization_Vellore Institute of Technology,Vellore"
3263,India,priyanshupkm,3,32,1634,1692,103,expert,1125,255,1426.666666666667,2109.803921568628,1400,5,2,110,8,4,15,39,51,0,22,17,31,2,11,19,10,2,1,11,26,68,32,11,20,0,0,2,20,8,31,41,55,37,34,24,13,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,India,nks43,0,10,1433,1515,7,specialist,437,132,1132.5757575757575,1607.6923076923074,1100,1,1,84,0,0,1,28,37,0,18,3,1,0,1,17,2,0,0,2,13,32,8,3,5,0,1,0,4,1,46,34,17,19,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6239,India,atul008,0,11,1276,1446,3,pupil,1611,34,1238.2352941176468,1683.333333333333,1200,1,0,25,0,0,0,6,6,2,3,1,1,0,1,7,1,0,0,0,2,6,1,0,1,0,0,0,0,0,5,8,11,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,India,Smit,0,60,2293,2293,635,master,2747,343,1695.0437317784256,2325.0,1700,4,7,120,12,8,22,58,93,8,18,34,36,6,17,31,24,3,2,13,44,70,71,25,20,2,3,6,34,19,16,29,37,49,54,49,47,32,26,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,India,sauravgupta97,0,12,1017,1394,7,newbie,440,61,1036.0655737704917,1441.666666666667,1000,1,1,42,0,1,0,14,13,0,11,1,1,0,0,6,0,0,0,1,3,11,1,0,2,0,1,1,1,0,29,14,11,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,India,Mohit_001,0,35,1518,1556,8,specialist,635,210,1248.095238095238,1619.047619047619,1300,2,2,117,0,1,2,45,55,2,19,17,7,0,11,31,5,0,1,5,24,46,23,6,13,1,2,1,10,5,33,36,64,48,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6070,India,arunlakshman,0,20,1034,1564,3,newbie,2152,30,1126.6666666666667,1483.333333333333,1100,0,0,20,1,0,0,8,9,0,0,2,0,0,3,4,0,0,0,0,0,8,2,0,0,0,0,0,0,0,7,10,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4972,India,trump5377,0,34,1498,1547,50,specialist,811,197,1236.0406091370558,1730.7692307692307,1200,0,2,110,1,4,4,36,44,1,18,13,11,0,8,22,2,0,0,3,13,39,16,6,4,0,1,4,8,2,40,44,47,34,17,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6138,India,atul94,0,32,1560,1599,3,specialist,1393,120,1085.8333333333333,1541.666666666667,1000,0,1,83,0,0,0,24,19,0,16,2,2,0,3,8,2,0,0,3,14,27,3,1,4,0,1,0,2,0,42,39,16,13,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5272,India,Saiphani724,0,69,1477,1549,21,specialist,467,247,1133.1983805668015,1534.6938775510205,1100,0,1,142,0,2,3,44,56,1,25,9,6,0,6,26,2,0,0,5,25,64,13,5,6,0,1,3,7,4,70,61,69,30,13,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,India,stark_360,-8,34,1373,1380,4,pupil,488,134,1083.5820895522388,1669.2307692307693,1000,0,2,79,6,1,2,18,25,0,22,5,3,0,2,10,1,0,0,0,7,32,6,3,3,0,1,1,5,0,60,33,23,5,4,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,India,vikky_codder,0,36,1916,1916,84,candidate master,1548,197,1507.1065989847714,2169.230769230769,1500,6,3,81,9,5,7,38,42,2,14,12,18,2,9,22,5,3,2,14,22,41,31,16,9,3,0,4,18,7,21,28,31,27,30,24,19,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486,India,101paras,0,6,1209,1407,6,pupil,1541,158,1081.6455696202534,1467.7419354838707,1000,1,2,108,0,2,2,27,28,1,14,2,3,0,3,19,2,0,0,1,10,31,11,7,4,0,1,0,4,2,52,54,36,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,India,Siddharth.Sharma,0,2,1386,1458,1,pupil,442,66,995.4545454545456,1292.3076923076926,1000,0,1,45,0,0,0,10,10,0,12,0,1,0,0,2,0,0,0,2,2,13,1,0,3,0,1,0,0,0,32,24,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,India,agathodaemon,0,5,1459,1486,20,specialist,815,113,1149.5575221238935,1477.2727272727273,1100,1,1,74,0,0,0,21,32,1,13,7,3,0,5,16,2,0,1,4,12,19,8,1,6,0,1,1,0,1,24,34,34,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,India,aditya_kakarot,0,39,1994,1994,129,candidate master,2131,190,1384.7368421052633,1944.7368421052633,1300,0,4,104,7,2,5,41,45,0,8,12,9,1,10,20,4,0,0,8,13,33,20,9,8,1,2,1,15,4,19,34,49,24,33,17,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,India,hellgeek,0,58,1543,1985,111,specialist,2139,256,1371.484375,1862.745098039216,1400,1,1,122,2,8,5,49,74,9,13,24,19,0,19,37,8,2,2,7,26,61,43,15,8,0,0,10,17,4,33,33,61,50,42,25,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2747,India,himanshudtu,0,24,1486,1645,11,specialist,1333,167,1335.3293413173653,1772.7272727272727,1300,0,1,78,3,5,7,25,29,1,6,8,13,0,7,15,11,0,0,4,23,32,30,14,3,0,0,2,22,2,18,30,38,38,33,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4784,India,samridhi,0,12,1316,1447,14,pupil,1716,94,1073.4042553191491,1533.333333333333,1000,0,1,68,3,1,0,16,16,0,15,1,3,0,0,6,0,0,0,2,6,20,1,1,4,0,1,1,1,0,39,27,14,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,India,yogarshi,0,1,1463,1463,3,specialist,2042,2,1300.0,1400.0,1200,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,India,shravanpatel5,0,19,2030,2030,117,candidate master,1153,92,1507.608695652174,2183.333333333333,1500,0,1,38,1,3,6,21,23,0,5,11,13,1,4,9,1,0,0,4,16,24,16,6,3,0,0,2,8,4,8,12,18,13,15,8,10,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,India,ace201m,0,50,1473,1516,41,specialist,806,314,1210.1910828025475,1648.3870967741934,1200,2,1,177,1,3,6,65,64,0,25,18,20,0,8,37,4,0,0,9,42,79,25,9,13,1,0,4,13,4,71,61,84,52,33,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,India,sarthakag12345,0,39,1584,1752,36,specialist,1611,355,1292.6760563380285,1749.2957746478876,1300,2,4,179,3,5,8,67,80,1,28,22,24,1,16,42,12,0,0,16,49,92,35,14,21,2,2,5,19,4,54,63,92,59,61,19,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5830,India,sandy_033,0,35,1524,1534,40,specialist,639,295,1164.406779661017,1630.5084745762713,1100,0,2,168,1,1,3,45,63,1,36,13,12,0,8,28,3,0,0,5,25,71,12,5,14,1,0,4,8,0,81,70,72,33,27,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,India,GoodDeeds,0,10,1560,1599,19,specialist,906,70,1081.4285714285713,1542.857142857143,1000,0,0,42,3,0,0,9,6,0,4,1,1,0,1,4,0,0,0,1,11,22,3,0,2,0,0,1,0,0,26,21,11,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6185,India,Anonymous_1,0,21,1225,1389,10,pupil,796,153,1023.529411764706,1340.0,1000,0,0,107,0,0,0,28,25,0,21,1,2,0,0,17,1,0,0,3,7,42,3,1,4,0,0,2,1,2,59,64,21,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,India,butcherofblaviken,0,6,1941,1941,9,candidate master,838,65,1304.6153846153845,1884.6153846153845,1300,2,0,31,2,0,1,8,16,1,8,5,5,0,5,5,0,0,0,1,12,19,4,1,7,0,0,0,2,1,13,11,13,10,10,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4537,India,NarutoNamikaze,0,6,1076,1414,0,newbie,1280,6,1016.6666666666665,1400.0,1000,0,1,5,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6356,India,prabhat236218,0,66,1224,1382,4,pupil,733,462,1351.9480519480521,1932.608695652174,1300,7,4,215,8,21,34,105,104,2,53,39,92,4,22,45,7,4,1,25,52,92,91,29,40,0,2,6,51,20,74,89,82,80,64,36,25,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,India,Rits,0,4,1450,1463,4,specialist,1653,9,1144.4444444444443,1400.0,1200,0,0,9,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5923,India,arun054,0,1,1396,1396,1,pupil,662,82,1000.0,1287.5,1000,0,2,52,0,0,0,11,21,1,11,2,1,0,2,9,1,0,0,1,9,25,3,1,4,0,2,0,2,2,35,32,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,India,chaitanya100,0,22,1777,1844,96,expert,1101,128,1375.0,2000.0,1300,1,3,64,0,4,6,19,25,0,7,12,13,0,8,9,1,0,0,5,24,33,15,11,4,2,1,1,12,0,20,22,22,22,20,6,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5591,India,hiteshsingh024,0,31,1318,1609,10,pupil,2429,49,1112.2448979591836,1444.4444444444446,1100,0,1,32,0,0,0,9,12,0,1,3,0,0,0,5,0,0,0,1,5,10,0,0,5,0,1,2,0,1,12,13,17,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,India,sukunrt,0,9,1767,1792,20,expert,2283,77,1685.7142857142858,2206.6666666666665,1700,1,2,23,1,1,2,16,23,2,8,10,12,1,4,7,1,0,0,0,12,12,26,9,7,0,1,1,12,1,5,4,5,11,16,13,18,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,India,Deshwal,0,11,1149,1469,1,newbie,1267,276,1123.9130434782608,1463.6363636363635,1100,3,3,188,2,0,2,55,58,2,24,6,7,0,4,34,3,0,0,3,17,61,15,4,10,0,2,1,7,5,65,96,75,28,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,India,free__bird,0,10,1423,1538,8,specialist,547,34,1238.2352941176468,1716.666666666667,1200,1,0,17,0,1,1,11,5,0,2,2,3,1,0,5,1,0,0,0,6,10,2,0,3,0,0,1,0,1,7,7,9,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,India,devanSAGA,0,7,1357,1471,11,pupil,916,57,1061.4035087719299,1481.8181818181818,1000,0,1,40,1,0,0,8,10,0,10,0,0,0,1,7,0,0,0,0,7,13,1,0,3,0,1,0,0,0,20,23,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4574,India,armoner24,0,10,777,1372,1,newbie,431,14,842.8571428571429,1050.0,900,0,1,10,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5054,India,rachitmanit,0,22,1660,1660,26,expert,1920,75,1250.6666666666667,1646.666666666667,1200,1,0,44,0,0,1,13,24,1,4,0,4,0,1,13,9,0,0,2,8,14,11,1,0,0,1,0,3,2,9,19,21,17,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6318,India,asipu_pawan,-2,43,1461,1473,28,specialist,447,180,1278.888888888889,1819.4444444444446,1300,1,1,88,1,2,2,29,46,1,14,11,11,0,7,17,1,0,0,7,15,54,18,9,12,0,0,3,9,1,32,37,50,24,17,12,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6225,India,studyonlyonline,0,18,1519,1519,4,specialist,1152,69,1221.7391304347825,1600.0,1200,0,2,41,1,0,1,11,13,0,4,4,1,0,5,5,1,0,0,2,11,15,6,3,2,0,0,1,2,1,10,19,16,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
