country,handle,contribution,contest_count,organization,rating,max_rating,friends_count,rank,duration,problem_count,avg_difficulty,avg_difficulty20,median,tag_hashing,tag_shortest paths,tag_implementation,tag_Other,tag_dsu,tag_trees,tag_brute force,tag_greedy,tag_probabilities,tag_strings,tag_binary search,tag_data structures,tag_divide and conquer,tag_two pointers,tag_sortings,tag_combinatorics,tag_string suffix structures,tag_ternary search,tag_geometry,tag_constructive algorithms,tag_math,tag_dp,tag_graphs,tag_number theory,tag_matrices,tag_graph matchings,tag_games,tag_dfs and similar,tag_bitmasks,difficulty_bucket0,difficulty_bucket1,difficulty_bucket2,difficulty_bucket3,difficulty_bucket4,difficulty_bucket5,difficulty_bucket6,difficulty_bucket7,difficulty_bucket8,difficulty_bucket9,difficulty_bucket10,difficulty_bucket11,difficulty_bucket12
India,patwari26,0,13,IIT BHU Varanasi,1139,1400,32,newbie,349,94,1162.7659574468084,1572.2222222222222,1100,0,3,54,1,0,3,15,16,1,12,3,1,0,2,7,3,0,1,2,10,23,6,4,5,1,1,0,4,3,26,21,22,15,9,1,0,0,0,0,0,0,0
India,hitagg008,0,21,IIT BHU Varanasi,1127,1426,17,newbie,835,206,1218.4466019417475,1619.5121951219512,1200,0,1,111,3,0,2,41,38,0,18,17,11,0,2,28,3,0,0,4,38,58,14,3,12,0,1,2,2,1,34,50,61,35,18,7,1,0,0,0,0,0,0
India,Meena420,0,8,IIT BHU Varanasi,1123,1370,20,newbie,315,128,1117.1875,1508.0,1100,1,1,79,0,1,0,33,27,0,11,5,5,0,1,12,1,0,0,5,11,34,9,2,6,0,0,3,3,0,33,40,32,14,9,0,0,0,0,0,0,0,0
India,nucleus_,0,8,IIT BHU Varanasi,1106,1407,20,newbie,319,40,1000.0,1237.5,1000,0,0,24,0,0,0,5,8,0,6,2,0,0,0,6,0,0,0,1,4,13,2,0,2,0,0,1,0,0,15,16,8,1,0,0,0,0,0,0,0,0,0
India,shubhpy,0,10,IIT BHU Varanasi,1091,1406,4,newbie,1751,73,1128.7671232876712,1521.4285714285713,1100,0,0,46,0,0,0,12,17,1,2,0,1,0,2,6,3,0,0,1,6,14,19,0,2,1,1,1,1,1,16,26,16,11,3,1,0,0,0,0,0,0,0
India,chandu_tau,0,15,IIT BHU Varanasi,1084,1380,12,newbie,448,80,1003.75,1375.0,1000,0,1,55,0,0,0,14,14,0,15,2,1,0,1,9,0,0,0,1,6,13,2,0,1,0,1,0,0,0,39,26,10,2,0,2,1,0,0,0,0,0,0
India,ar_11,0,11,IIT BHU Varanasi,1070,1415,10,newbie,481,28,1060.7142857142858,1480.0,1000,0,0,17,0,0,0,5,6,0,2,2,1,0,1,1,0,0,0,1,5,8,2,1,2,0,0,0,0,2,11,5,9,1,2,0,0,0,0,0,0,0,0
India,kunalcoder,0,15,IIT BHU Varanasi,1067,1484,2,newbie,469,43,1076.7441860465117,1537.5,1100,0,0,27,0,0,0,8,6,0,4,1,0,0,0,6,0,0,0,0,4,10,3,0,3,1,0,0,1,0,17,9,9,5,3,0,0,0,0,0,0,0,0
India,sonukr.mourya.ece15,0,14,IIT BHU Varanasi,1059,1396,11,newbie,314,38,1063.157894736842,1357.142857142857,1100,0,0,18,0,0,0,4,15,0,6,1,1,0,1,7,0,0,0,1,5,9,3,0,0,0,0,0,0,0,14,9,12,3,0,0,0,0,0,0,0,0,0
India,Hritika27,0,14,IIT BHU Varanasi,1057,1396,7,newbie,192,111,1085.5855855855855,1450.0,1100,0,1,64,1,0,0,23,25,1,17,6,1,0,3,11,2,0,0,2,6,27,12,0,4,0,2,2,1,1,34,38,26,6,5,2,0,0,0,0,0,0,0
India,dhruva0206,0,18,IIT BHU Varanasi,1007,1384,14,newbie,453,94,970.2127659574468,1322.2222222222222,900,0,1,66,2,0,0,18,14,0,13,1,0,0,0,7,0,0,0,2,5,21,3,0,2,0,1,0,0,0,50,27,12,2,2,1,0,0,0,0,0,0,0
India,pks_97,0,10,IIT BHU Varanasi,988,1404,6,newbie,596,78,1088.4615384615386,1426.6666666666667,1100,1,0,45,0,0,1,17,15,0,6,1,5,0,0,8,1,0,0,3,6,23,2,1,5,0,0,2,1,0,22,29,19,5,3,0,0,0,0,0,0,0,0
India,sushant23y,0,16,IIT BHU Varanasi,982,1379,1,newbie,376,14,892.8571428571429,1250.0,800,0,0,7,0,0,0,2,2,0,3,0,0,0,0,3,0,0,0,1,1,4,1,0,0,0,0,0,0,0,8,4,2,0,0,0,0,0,0,0,0,0,0
India,arron_tij,0,9,IIT BHU Varanasi,957,1418,1,newbie,154,48,1018.75,1266.6666666666667,1000,0,1,27,0,0,0,8,10,0,9,2,0,0,0,7,1,0,0,1,4,13,3,0,3,0,1,0,0,1,16,21,11,0,0,0,0,0,0,0,0,0,0
India,akulsareen,30,67,"BITS, Pilani",2236,2437,1065,master,2042,435,1708.5057471264367,2410.344827586207,1700,9,10,167,17,20,35,76,93,14,23,42,65,15,21,52,25,1,4,21,54,109,97,40,23,5,2,7,51,14,19,39,54,59,67,62,46,38,35,9,7,0,0
India,bk2dcradle,5,43,"BITS, Pilani",2136,2187,305,master,1548,643,1702.177293934681,2496.09375,1700,15,11,229,30,27,42,110,114,12,48,63,101,21,28,66,46,5,1,22,70,151,143,46,44,8,3,8,63,30,42,72,84,76,80,76,68,56,42,28,17,0,2
India,MiteshAgrawal,18,72,"BITS, Pilani",2098,2098,150,candidate master,1601,527,1501.1385199240988,2136.190476190476,1500,7,12,229,11,12,21,119,126,10,35,44,62,5,27,67,20,1,1,15,74,125,96,34,33,1,1,11,45,14,46,76,85,92,89,57,44,20,10,7,1,0,0
India,rick_c137,1,33,"BITS, Pilani",2071,2071,81,candidate master,1202,612,1580.7189542483661,2267.2131147540986,1500,12,18,229,10,22,40,89,122,12,38,58,72,8,28,72,34,3,2,19,77,122,113,54,46,4,2,12,72,20,40,75,97,95,96,70,66,35,21,11,5,0,1
India,StoneCold_,3,72,"BITS, Pilani",2011,2098,214,candidate master,1783,379,1527.4406332453825,2220.0,1500,10,4,167,10,10,18,81,72,7,25,40,46,3,21,44,17,4,4,9,32,79,82,19,22,4,2,2,33,15,35,49,68,55,60,44,27,21,13,5,2,0,0
India,de_inferno,0,43,"BITS, Pilani",1930,1930,130,candidate master,1915,256,1423.828125,2039.2156862745098,1400,3,3,144,6,3,7,49,54,2,15,20,30,4,14,39,13,2,2,6,23,46,37,16,12,1,0,0,18,7,23,49,54,41,36,23,15,12,3,0,0,0,0
India,DarkStar,0,26,"BITS, Pilani",1912,1974,56,candidate master,2206,286,1580.7692307692307,2298.245614035088,1500,3,10,129,3,10,13,61,61,5,15,25,33,3,15,29,11,0,4,13,29,57,38,20,17,2,2,6,25,15,22,39,38,46,42,34,25,13,22,4,1,0,0
India,arjundabra,0,48,"BITS, Pilani",1911,2072,166,candidate master,1533,521,1646.641074856046,2389.423076923077,1600,9,8,195,16,13,33,89,92,13,31,35,78,7,22,63,29,4,2,25,57,121,118,34,34,7,4,9,54,14,28,58,75,75,84,62,55,31,27,18,6,0,2
India,SarvagyaAgarwal,10,70,"BITS, Pilani",1898,1987,366,expert,1335,1100,1453.8181818181818,2106.818181818182,1400,21,16,477,24,30,58,190,232,13,82,93,121,11,45,120,47,2,3,25,119,267,173,69,77,5,2,16,104,23,123,181,180,188,177,107,67,32,31,11,3,0,0
India,jaskamalkainth,10,14,"BITS, Pilani",1783,1834,109,expert,1645,356,1479.2134831460673,2130.9859154929577,1500,12,2,182,4,13,16,66,81,3,31,36,44,3,12,38,13,8,2,6,29,69,57,18,27,3,0,4,33,15,38,45,63,65,57,36,26,11,11,4,0,0,0
India,ujzwt4it,3,107,"BITS, Pilani",1754,2024,108,expert,1175,704,1674.0056818181818,2532.8571428571427,1600,14,9,234,20,30,59,130,134,16,45,67,120,15,31,60,40,6,1,23,89,158,149,70,57,4,1,18,84,34,68,90,100,65,80,59,78,53,55,36,16,0,4
India,girish347,0,53,"BITS, Pilani",1731,1914,38,expert,1887,213,1347.887323943662,1835.7142857142858,1300,1,2,113,1,5,4,38,42,1,13,16,13,1,10,19,8,2,0,3,26,41,25,10,8,0,1,1,17,5,30,30,55,34,43,9,11,1,0,0,0,0,0
India,adityapande,0,16,"BITS, Pilani",1719,1719,26,expert,2125,40,1225.0,1650.0,1200,0,0,31,0,0,1,9,10,0,1,1,1,0,0,7,2,0,0,2,2,13,2,0,1,0,0,0,0,0,6,10,13,5,4,2,0,0,0,0,0,0,0
India,romzee,0,20,"BITS, Pilani",1713,1743,18,expert,2147,56,1316.0714285714287,1690.909090909091,1300,0,0,37,0,0,0,12,12,0,3,5,6,0,2,6,1,0,0,2,2,12,10,2,2,0,0,1,1,0,7,9,12,17,9,1,1,0,0,0,0,0,0
India,grebnesieh,0,20,"BITS, Pilani",1703,1861,61,expert,1695,56,1312.5,1881.8181818181818,1300,0,0,34,1,2,0,9,14,1,2,2,1,0,0,7,1,0,0,1,4,15,4,5,1,0,0,0,5,0,7,12,17,9,5,1,4,0,1,0,0,0,0
India,pranavr93,0,17,"BITS, Pilani",1701,1701,37,expert,2410,134,1288.0597014925372,1834.6153846153845,1200,1,1,80,3,0,0,38,25,0,10,9,1,1,2,13,3,1,0,2,18,35,7,1,3,0,1,1,0,2,15,37,41,15,12,6,7,0,1,0,0,0,0
India,eku,6,15,"BITS, Pilani",1698,1771,64,expert,1186,147,1405.4421768707482,2000.0,1400,2,0,73,1,1,5,28,30,1,10,21,17,1,5,16,7,1,0,3,14,39,22,4,7,2,0,7,6,1,19,24,29,23,25,15,4,5,2,1,0,0,0
India,viralm,2,16,"BITS, Pilani",1682,1703,61,expert,1183,265,1366.4150943396226,1877.3584905660377,1300,3,3,133,5,3,5,48,61,2,11,22,22,4,11,29,11,0,1,4,29,60,48,6,16,0,2,3,7,9,34,47,53,48,42,24,15,2,0,0,0,0,0
India,chinmay_sd,0,90,"BITS, Pilani",1680,1760,54,expert,1197,568,1358.4507042253522,1986.725663716814,1300,4,5,282,6,16,27,102,116,3,37,40,57,5,18,62,17,2,2,6,76,130,75,30,26,1,1,10,36,15,78,120,120,86,76,36,28,13,3,7,1,0,0
India,karanbatra,6,36,"BITS, Pilani",1673,1721,38,expert,489,501,1473.0538922155688,2025.0,1500,10,12,212,9,18,40,82,108,5,37,39,61,2,23,47,25,3,0,9,47,106,112,49,32,4,1,8,66,16,49,62,80,95,102,58,34,12,5,4,0,0,0
India,takumi,0,16,"BITS, Pilani",1672,1672,16,expert,1569,260,1521.923076923077,1951.923076923077,1600,5,8,110,4,3,11,39,54,2,13,21,30,0,18,29,18,2,0,10,37,54,42,17,19,2,0,4,29,2,13,24,36,53,74,39,17,2,0,2,0,0,0
India,vivekmufc,0,89,"BITS, Pilani",1672,1864,80,expert,1600,407,1425.061425061425,2001.2345679012346,1400,5,9,192,7,10,17,72,96,6,28,30,30,4,16,43,21,2,0,12,50,104,69,20,18,2,1,3,37,8,48,58,85,64,61,49,28,8,5,1,0,0,0
India,kevin.sebastian,0,24,"BITS, Pilani",1661,1661,24,expert,1834,143,1253.8461538461538,1607.142857142857,1200,1,1,86,2,6,2,31,48,3,4,7,5,0,7,23,4,0,1,0,10,35,12,7,7,0,1,1,11,2,14,32,51,29,13,4,0,0,0,0,0,0,0
India,sourabh136,0,30,"BITS, Pilani",1657,1678,35,expert,1763,166,1396.3855421686746,1900.0,1400,4,3,92,0,3,5,30,32,3,15,14,12,0,6,11,7,2,0,3,13,48,32,12,9,0,0,2,15,5,19,26,35,26,30,20,8,1,1,0,0,0,0
India,John_Titor,0,21,"BITS, Pilani",1654,1660,12,expert,764,187,1420.855614973262,2000.0,1400,2,4,80,1,6,13,32,40,1,17,19,25,2,8,19,4,3,0,5,30,45,38,7,10,0,0,3,15,5,24,33,34,20,31,23,18,4,0,0,0,0,0
India,redoc,0,26,"BITS, Pilani",1649,1727,22,expert,2440,70,1252.857142857143,1685.7142857142858,1300,0,1,43,0,0,0,18,17,0,2,5,5,0,1,9,0,0,0,4,7,16,3,3,3,0,1,1,1,0,13,15,14,14,11,2,1,0,0,0,0,0,0
India,mindBlasting,0,15,"BITS, Pilani",1642,1642,5,expert,1541,27,1162.962962962963,1500.0,1100,0,1,19,0,0,0,3,6,0,1,1,0,0,0,3,0,0,0,2,3,4,1,0,2,0,1,0,1,2,6,8,6,6,0,1,0,0,0,0,0,0,0
India,HalfBloodPrince,0,36,"BITS, Pilani",1639,1651,10,expert,1164,223,1326.0089686098654,1702.2727272727273,1400,3,2,111,4,4,4,32,50,2,10,11,12,0,11,26,11,1,1,5,33,48,49,9,12,1,1,3,12,1,22,38,50,57,46,10,0,0,0,0,0,0,0
India,neige,0,12,"BITS, Pilani",1632,1709,3,expert,1718,30,1336.6666666666667,1716.6666666666667,1300,0,0,20,1,1,2,8,10,0,2,1,0,1,0,5,0,0,0,1,3,6,3,1,0,0,0,0,1,0,1,8,6,11,0,4,0,0,0,0,0,0,0
India,kshitijgupta,0,53,"BITS, Pilani",1621,1621,20,expert,1514,309,1333.6569579288025,1749.1803278688524,1300,3,4,152,3,6,6,54,73,5,12,16,22,0,16,46,16,0,1,6,36,64,56,19,18,3,2,3,28,2,32,55,70,74,54,20,3,1,0,0,0,0,0
India,kshitij1114,0,46,"BITS, Pilani",1614,1681,23,expert,1197,286,1369.5804195804196,1868.421052631579,1400,5,3,145,2,4,11,42,52,2,16,20,21,1,16,39,12,3,0,5,35,57,42,18,14,2,1,3,20,5,28,51,57,66,48,22,9,2,2,1,0,0,0
India,nishantarora,0,3,"BITS, Pilani",1614,1614,14,expert,1181,453,1183.8852097130243,1581.111111111111,1200,1,3,278,9,1,2,85,93,0,27,16,10,0,6,56,12,0,0,9,48,125,23,8,25,1,1,6,9,3,80,136,129,61,38,8,1,0,0,0,0,0,0
India,akshit_1996,-1,76,"BITS, Pilani",1604,1847,86,expert,1213,498,1597.991967871486,2386.868686868687,1500,9,11,175,25,25,46,76,80,2,35,46,76,9,21,48,21,5,1,15,55,86,102,46,30,5,4,11,55,22,48,76,72,56,54,41,62,40,27,14,7,0,1
India,kushwaha_vi,0,83,"BITS, Pilani",1602,1768,25,expert,1641,407,1410.3194103194103,1988.888888888889,1400,6,3,194,3,5,17,84,123,3,25,37,30,3,16,59,10,0,1,7,41,85,53,18,26,0,0,8,25,11,50,57,84,74,71,36,13,16,4,1,1,0,0
India,tejasharne,0,22,"BITS, Pilani",1601,1601,11,expert,1215,52,1138.4615384615386,1550.0,1100,0,0,26,0,0,0,11,7,0,2,1,1,0,2,4,3,0,0,0,14,14,6,0,4,0,0,0,1,1,12,14,16,7,2,0,1,0,0,0,0,0,0
India,ABHISHEK019,0,53,"BITS, Pilani",1598,1739,21,specialist,1135,234,1312.3931623931624,1806.5217391304348,1300,1,3,123,4,5,8,49,52,1,17,18,13,2,9,23,4,0,0,6,31,58,38,13,16,0,1,1,20,1,33,54,48,33,40,19,6,1,0,0,0,0,0
India,rtheman,1,95,"BITS, Pilani",1598,1870,155,specialist,1763,444,1433.1081081081081,2012.5,1400,11,5,234,11,14,23,88,99,8,33,34,38,0,16,50,10,7,2,10,44,95,86,31,22,3,1,2,40,13,44,64,98,71,69,49,33,10,5,1,0,0,0
India,name_htr,0,7,"BITS, Pilani",1593,1725,17,specialist,1494,21,1414.2857142857142,1950.0,1400,2,0,10,0,0,1,7,12,0,0,1,1,0,0,2,2,0,0,0,1,4,4,0,2,1,0,0,1,1,0,5,5,7,0,1,3,0,0,0,0,0,0
India,vb30,0,21,"BITS, Pilani",1591,1722,19,specialist,1562,312,1522.1153846153845,2075.8064516129034,1500,8,9,138,5,7,19,50,81,5,20,34,32,4,18,46,16,4,3,9,29,61,64,22,17,2,2,5,39,6,14,42,55,58,57,45,23,12,5,1,0,0,0
India,Inactivated,0,81,"BITS, Pilani",1585,1607,52,specialist,1398,537,1428.491620111732,1997.196261682243,1400,8,9,235,9,21,38,103,105,7,40,47,62,6,22,55,19,2,2,14,70,122,85,40,25,2,3,7,53,11,62,80,96,97,90,63,26,14,9,0,0,0,0
India,hyades,0,21,"BITS, Pilani",1583,1599,13,specialist,2006,88,1215.909090909091,1629.4117647058824,1200,0,1,68,0,1,0,16,26,0,5,2,2,0,3,10,1,0,0,0,12,16,6,0,4,0,1,2,2,1,15,24,21,17,8,2,1,0,0,0,0,0,0
India,dhawalht,0,4,"BITS, Pilani",1556,1556,9,specialist,1402,152,1628.2894736842106,2193.3333333333335,1700,3,6,56,1,1,8,24,22,3,12,17,14,2,9,10,6,3,1,4,25,40,33,14,6,0,0,2,17,2,11,12,20,19,26,27,26,5,4,1,1,0,0
India,a7_bits,0,7,"BITS, Pilani",1546,1546,3,specialist,1280,111,1212.6126126126126,1495.4545454545455,1200,1,2,63,0,1,1,24,35,2,12,5,4,0,4,16,2,0,1,4,12,21,16,5,6,0,2,1,5,3,12,30,39,26,4,0,0,0,0,0,0,0,0
India,KadiyalaSaiManoj,-2,8,"BITS, Pilani",1542,1542,13,specialist,914,134,1299.2537313432836,1707.6923076923076,1300,1,5,66,1,9,5,26,28,0,7,3,5,0,5,21,3,1,0,3,19,23,9,18,5,0,2,2,23,3,13,27,37,36,14,3,4,0,0,0,0,0,0
India,namanjain2707,0,10,"BITS, Pilani",1536,1536,6,specialist,826,63,1284.126984126984,1883.3333333333333,1200,0,4,27,0,1,3,11,17,1,7,4,3,1,1,7,1,0,0,1,8,21,9,2,3,0,1,1,5,2,10,16,19,2,10,2,1,1,2,0,0,0,0
India,master_of_none,0,31,"BITS, Pilani",1524,1651,43,specialist,1520,351,1418.8034188034187,1884.2857142857142,1400,7,11,165,9,10,14,64,73,1,22,32,41,1,24,44,12,2,0,4,41,59,70,39,12,1,2,1,53,7,35,45,62,84,66,41,14,4,0,0,0,0,0
India,ketan582,0,20,"BITS, Pilani",1522,1575,13,specialist,1565,72,1247.2222222222222,1707.142857142857,1200,0,1,41,0,2,2,18,16,0,5,7,4,0,2,6,4,0,0,0,6,21,14,2,6,0,1,3,3,1,14,17,15,6,16,4,0,0,0,0,0,0,0
India,memezAreDreamz,5,29,"BITS, Pilani",1522,1628,10,specialist,183,150,1292.0,1800.0,1300,0,1,82,1,3,7,19,36,0,21,11,12,0,7,19,0,0,0,3,15,31,18,17,2,0,0,0,10,1,26,26,36,26,22,10,2,0,1,1,0,0,0
India,colorblind,0,26,"BITS, Pilani",1519,1933,33,specialist,1599,79,1308.860759493671,1780.0,1300,2,0,43,1,2,1,18,16,0,5,3,4,1,2,10,1,0,0,3,13,23,9,4,5,1,0,1,3,3,13,11,21,14,13,5,2,0,0,0,0,0,0
India,n_tR0,0,1,"BITS, Pilani",1512,1512,2,specialist,927,24,1225.0,1775.0,1200,0,0,16,0,0,1,2,4,0,1,1,2,0,1,1,0,0,0,0,6,9,1,0,1,0,0,0,0,0,6,5,4,6,0,2,1,0,0,0,0,0,0
India,gsvnanoop,0,10,"BITS, Pilani",1505,1530,17,specialist,1294,245,1228.1632653061224,1636.734693877551,1200,3,6,137,4,14,7,41,54,2,18,13,8,1,7,22,3,0,0,7,32,52,27,23,10,0,2,1,33,4,31,73,71,40,21,5,3,1,0,0,0,0,0
India,LiteYagami__,-18,15,"BITS, Pilani",1502,1619,12,specialist,90,103,1186.4077669902913,1635.0,1200,0,1,50,0,3,2,15,17,0,8,7,3,0,3,5,1,0,0,5,17,33,8,5,5,0,0,3,4,2,21,29,25,13,12,2,1,0,0,0,0,0,0
India,errorcode15,0,5,"BITS, Pilani",1498,1518,9,specialist,1909,9,1155.5555555555557,1500.0,1200,0,0,7,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0
India,vikramw,0,7,"BITS, Pilani",1493,1493,4,specialist,451,40,1230.0,1662.5,1200,0,0,26,1,1,0,8,10,0,3,0,1,0,1,2,0,0,0,0,5,13,3,0,2,0,0,0,1,0,8,9,13,4,4,1,1,0,0,0,0,0,0
India,lazyBit,0,46,"BITS, Pilani",1483,1681,9,specialist,2310,148,1346.6216216216217,1837.9310344827586,1300,1,0,91,4,0,1,34,35,1,5,9,4,1,6,11,5,0,1,3,9,43,15,3,10,2,1,2,3,1,18,25,34,33,18,15,3,1,1,0,0,0,0
India,root_97,0,1,"BITS, Pilani",1481,1481,3,specialist,488,56,1098.2142857142858,1718.1818181818182,900,0,2,35,1,1,0,12,11,1,9,4,1,0,6,6,0,0,0,0,5,8,5,6,1,0,1,0,6,0,28,6,7,8,3,2,1,1,0,0,0,0,0
India,deepakg92,0,9,"BITS, Pilani",1460,1581,11,specialist,2155,21,1152.3809523809523,1550.0,1200,0,1,15,0,0,0,7,3,0,0,2,1,0,2,1,0,0,0,3,3,5,1,1,1,0,1,0,0,0,7,3,4,5,2,0,0,0,0,0,0,0,0
India,bd95,0,1,"BITS, Pilani",1452,1452,0,specialist,251,3,1466.6666666666667,1600.0,1600,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
India,aman3847,0,19,"BITS, Pilani",1450,1485,10,specialist,863,138,1109.4202898550725,1577.7777777777778,1100,1,0,80,0,0,3,32,25,0,20,1,5,0,4,11,0,0,0,2,15,31,11,6,3,0,1,2,8,0,47,41,27,11,7,3,0,1,1,0,0,0,0
India,pranitshah,0,16,"BITS, Pilani",1450,1647,4,specialist,2104,45,1384.4444444444443,1822.2222222222222,1400,0,0,28,0,0,2,9,15,0,2,3,2,0,3,9,1,0,0,2,3,7,6,2,2,0,0,0,3,0,3,8,10,12,9,1,0,2,0,0,0,0,0
India,beast411,0,19,"BITS, Pilani",1449,1449,4,specialist,1194,106,1480.188679245283,1995.2380952380952,1500,1,13,37,1,8,12,15,12,1,3,3,4,0,4,6,5,0,0,4,18,17,22,58,2,1,0,1,38,0,11,12,15,17,23,16,10,2,0,0,0,0,0
India,the_sage,0,24,"BITS, Pilani",1442,1442,19,specialist,1184,308,1089.6103896103896,1442.622950819672,1100,2,2,198,2,2,1,61,49,2,30,8,6,1,1,29,7,0,0,4,27,82,14,7,15,0,1,2,7,3,92,101,82,21,6,4,2,0,0,0,0,0,0
India,komi,0,8,"BITS, Pilani",1425,1463,11,specialist,1057,154,1355.1948051948052,1740.0,1400,2,1,79,1,2,2,33,37,0,5,8,9,0,11,22,9,0,0,3,17,41,19,6,10,1,0,0,10,3,10,29,34,44,27,9,1,0,0,0,0,0,0
India,Karan_Avasthi,0,2,"BITS, Pilani",1423,1467,4,specialist,528,40,1125.0,1475.0,1100,0,2,26,0,1,2,8,13,1,3,1,0,0,0,6,0,0,0,2,9,14,4,4,5,0,1,0,4,1,9,13,11,5,2,0,0,0,0,0,0,0,0
India,coder_aang_,0,1,"BITS, Pilani",1419,1419,6,specialist,1021,29,1048.2758620689656,1560.0,1000,0,1,18,0,0,0,7,7,0,7,0,0,0,0,2,0,0,0,0,1,6,0,0,1,0,1,2,0,0,13,9,4,0,1,2,0,0,0,0,0,0,0
India,anchalgupta,0,2,"BITS, Pilani",1418,1418,4,specialist,1758,11,1209.090909090909,1500.0,1200,0,0,7,0,1,0,3,1,0,3,0,1,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,1,0,2,2,4,3,0,0,0,0,0,0,0,0,0
India,v_geta,11,86,"BITS, Pilani",1418,1566,35,specialist,1197,481,1300.0,1844.7916666666667,1300,3,4,235,5,12,20,82,109,6,38,38,40,4,21,60,12,1,0,13,76,103,69,30,22,0,1,6,34,11,86,87,112,81,61,31,15,4,2,2,0,0,0
India,vibhavoswal,0,33,"BITS, Pilani",1413,1550,28,specialist,691,160,1284.375,1812.5,1300,0,1,73,1,4,8,24,37,0,17,6,10,0,7,17,3,0,1,2,10,38,25,10,9,1,0,3,14,0,30,27,44,20,25,8,3,2,0,1,0,0,0
India,IzzyB0y,0,1,"BITS, Pilani",1404,1404,0,specialist,449,4,1250.0,1500.0,1100,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
India,gauravb7090,0,3,"BITS, Pilani",1404,1573,8,specialist,1427,37,1286.4864864864865,1871.4285714285713,1200,0,1,22,0,1,0,10,10,0,6,2,2,0,2,3,0,0,0,1,3,8,8,0,0,0,2,0,1,0,8,7,9,4,4,3,2,0,0,0,0,0,0
India,purav_95,0,12,"BITS, Pilani",1402,1588,6,specialist,779,26,1065.3846153846155,1500.0,1000,0,0,15,0,1,0,7,9,0,5,1,0,0,1,3,0,0,0,1,8,11,2,1,2,0,0,1,0,0,10,5,8,0,3,0,0,0,0,0,0,0,0
India,diveshuttam,0,14,"BITS, Pilani",1398,1534,21,pupil,1438,51,1154.9019607843138,1540.0,1200,0,0,32,0,0,2,12,5,0,6,3,2,0,1,1,0,0,0,1,2,14,5,1,0,0,0,0,0,0,11,12,19,4,4,1,0,0,0,0,0,0,0
India,manujvashist,21,11,"BITS, Pilani",1397,1397,17,pupil,536,28,1146.4285714285713,1600.0,1100,0,0,22,0,0,1,5,5,0,0,1,2,0,1,3,0,0,0,1,2,6,1,0,0,0,0,0,1,1,8,8,8,3,0,0,0,1,0,0,0,0,0
India,krunal,0,31,"BITS, Pilani",1396,1499,30,pupil,1555,319,1156.4263322884012,1546.031746031746,1100,4,3,205,5,4,2,54,73,2,24,6,9,0,3,38,6,0,0,4,25,70,18,10,16,1,2,0,11,7,70,100,87,43,13,4,1,0,0,0,0,0,1
India,f2016941,0,1,"BITS, Pilani",1390,1390,0,pupil,423,14,1035.7142857142858,1550.0,1000,0,0,8,0,0,0,5,4,0,1,0,0,0,0,2,0,0,0,0,1,3,2,0,0,0,0,0,0,0,4,7,1,1,1,0,0,0,0,0,0,0,0
India,aronip,0,40,"BITS, Pilani",1389,1688,17,pupil,2163,133,1205.2631578947369,1576.923076923077,1200,0,1,93,3,0,1,30,28,0,6,5,2,0,3,17,2,0,1,2,17,24,11,2,2,0,1,3,1,1,28,28,27,38,11,1,0,0,0,0,0,0,0
India,f2015332,0,16,"BITS, Pilani",1373,1404,6,pupil,462,85,1210.5882352941176,1758.8235294117646,1100,0,5,46,1,0,5,13,18,2,8,7,4,0,2,10,0,0,1,3,6,17,15,8,2,0,0,0,10,1,17,29,14,10,7,6,2,0,0,0,0,0,0
India,teknas1000,0,21,"BITS, Pilani",1368,1380,8,pupil,1209,73,1160.2739726027398,1514.2857142857142,1200,1,1,39,0,0,2,8,16,0,5,2,2,0,1,7,3,0,0,5,10,18,3,3,4,0,1,0,2,1,16,17,23,14,2,1,0,0,0,0,0,0,0
India,the_beauty,0,3,"BITS, Pilani",1367,1428,11,pupil,1186,42,1292.857142857143,1775.0,1300,1,1,26,1,0,0,3,9,0,1,2,2,0,0,7,3,0,1,0,8,11,2,1,1,0,1,1,1,1,5,8,13,8,5,2,0,1,0,0,0,0,0
India,naveen_u,0,5,"BITS, Pilani",1357,1468,7,pupil,432,159,1046.5408805031448,1490.3225806451612,1000,1,2,111,0,0,0,26,31,0,21,7,5,0,3,15,2,0,0,1,12,37,11,4,8,0,2,0,4,2,68,43,30,7,6,5,0,0,0,0,0,0,0
India,kukreja-vlk,0,18,"BITS, Pilani",1343,1456,10,pupil,814,116,1194.8275862068965,1595.6521739130435,1200,1,1,67,0,3,2,27,31,1,16,4,2,0,2,10,3,0,0,4,14,20,13,3,4,0,1,3,5,1,25,28,31,21,6,5,0,0,0,0,0,0,0
India,SnShines0507,0,17,"BITS, Pilani",1329,1740,18,pupil,1553,72,1133.3333333333333,1521.4285714285713,1100,0,0,48,0,1,0,10,16,0,10,1,3,0,0,9,0,0,0,6,9,20,1,1,1,0,0,0,1,0,17,28,15,6,4,2,0,0,0,0,0,0,0
