country,handle,contribution,contest_count,organization,rating,max_rating,friends_count,rank,duration,problem_count,avg_difficulty,avg_difficulty20,median,tag_hashing,tag_shortest paths,tag_implementation,tag_Other,tag_dsu,tag_trees,tag_brute force,tag_greedy,tag_probabilities,tag_strings,tag_binary search,tag_data structures,tag_divide and conquer,tag_two pointers,tag_sortings,tag_combinatorics,tag_string suffix structures,tag_ternary search,tag_geometry,tag_constructive algorithms,tag_math,tag_dp,tag_graphs,tag_number theory,tag_matrices,tag_graph matchings,tag_games,tag_dfs and similar,tag_bitmasks,difficulty_bucket0,difficulty_bucket1,difficulty_bucket2,difficulty_bucket3,difficulty_bucket4,difficulty_bucket5,difficulty_bucket6,difficulty_bucket7,difficulty_bucket8,difficulty_bucket9,difficulty_bucket10,difficulty_bucket11,difficulty_bucket12
India,mrigankkrishan,0,2,IIT Indore,1387,1425,2,pupil,422,2,750.0,800.0,700,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
India,royalyadnesh,0,32,IIT Indore,1387,1591,4,pupil,1847,93,1221.505376344086,1577.7777777777778,1200,0,0,53,0,0,0,22,25,1,3,7,4,0,4,16,3,0,0,1,11,18,12,0,4,0,1,0,2,3,10,24,37,13,8,1,0,0,0,0,0,0,0
India,mtnshh,0,6,IIT Indore,1384,1430,4,pupil,87,47,1310.6382978723404,1700.0,1300,1,1,29,1,0,1,5,16,0,4,3,1,0,2,4,2,0,0,1,8,15,4,1,2,0,1,0,2,1,6,8,10,12,9,2,0,0,0,0,0,0,0
India,DVS96,0,4,IIT Indore,1382,1424,0,pupil,816,28,1242.857142857143,1840.0,1200,1,0,11,1,1,0,0,3,0,3,2,2,0,1,5,0,0,0,0,4,8,3,0,0,0,0,1,1,0,4,9,8,3,2,0,1,0,1,0,0,0,0
India,nityashagrawal,0,21,IIT Indore,1382,1520,8,pupil,664,225,1089.3333333333333,1513.3333333333333,1100,1,2,146,0,0,4,36,56,1,23,10,6,0,4,26,3,0,0,3,16,52,26,5,9,0,2,1,7,3,79,60,45,25,14,2,0,0,0,0,0,0,0
India,akhatgarh,0,2,IIT Indore,1366,1435,2,pupil,80,2,900.0,1000.0,800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,recoder13,0,6,IIT Indore,1358,1432,5,pupil,419,28,1367.857142857143,2200.0,1200,0,1,11,0,0,1,5,7,0,1,0,3,0,0,4,0,0,0,0,3,5,2,4,1,0,0,0,2,1,2,10,7,1,4,1,0,1,1,0,1,0,0
India,abhisuma,0,3,IIT Indore,1354,1375,4,pupil,837,84,1150.0,1531.25,1100,0,2,50,1,0,2,14,25,0,15,2,1,0,0,13,2,0,0,0,7,17,6,4,3,0,1,1,4,0,18,25,29,6,3,2,1,0,0,0,0,0,0
India,AkashAhirwar,0,9,IIT Indore,1350,1455,5,pupil,557,26,1180.7692307692307,1580.0,1100,0,0,19,1,0,0,7,5,0,3,1,4,0,1,3,1,0,0,1,4,8,0,0,0,0,0,0,0,0,4,10,7,2,3,0,0,0,0,0,0,0,0
India,cse160001057,0,33,IIT Indore,1349,1497,19,pupil,346,351,1174.0740740740741,1561.4285714285713,1200,2,3,208,1,2,3,66,102,2,31,18,14,0,14,49,7,0,1,8,39,74,26,7,16,0,2,5,10,1,84,72,108,53,28,6,0,0,0,0,0,0,0
India,deCryPt,0,64,IIT Indore,1340,1840,38,pupil,637,329,1646.8085106382978,2300.0,1700,4,10,105,15,13,20,51,67,4,14,33,50,8,19,22,20,4,3,7,34,69,63,25,25,1,0,4,29,18,27,29,41,34,60,48,46,20,18,5,0,0,1
India,iamaman,0,3,IIT Indore,1338,1428,0,pupil,379,8,1087.5,1500.0,1200,1,1,6,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0
India,Pjain,0,25,IIT Indore,1324,1476,13,pupil,1339,125,1208.8,1664.0,1200,1,0,63,0,0,4,19,41,0,6,6,3,0,3,16,2,0,1,1,19,34,14,6,5,0,0,2,5,2,31,23,30,21,15,3,2,0,0,0,0,0,0
India,mohitgoyal,0,25,IIT Indore,1319,1554,1,pupil,2264,41,1141.4634146341464,1362.5,1200,0,1,30,0,0,0,13,8,1,1,0,0,0,0,2,1,0,1,0,4,7,3,0,1,0,1,0,0,1,9,9,20,2,1,0,0,0,0,0,0,0,0
India,GracefuISage,0,7,IIT Indore,1316,1383,2,pupil,665,85,1181.1764705882354,1611.764705882353,1200,1,1,49,1,2,1,11,20,0,4,9,6,0,7,8,3,0,0,3,10,38,9,3,8,0,1,0,3,1,19,21,25,11,7,1,1,0,0,0,0,0,0
India,tayal007,0,18,IIT Indore,1301,1476,31,pupil,1028,227,1132.5991189427314,1642.2222222222222,1100,2,1,146,1,1,3,40,32,0,20,6,10,0,5,21,7,0,0,7,21,57,16,2,15,0,1,0,2,2,75,63,45,21,13,4,3,1,1,1,0,0,0
India,sahilskumar,0,2,IIT Indore,1300,1425,3,pupil,98,41,1217.0731707317073,1537.5,1300,1,1,23,1,0,0,7,15,0,3,5,3,1,4,4,1,0,0,2,5,9,3,0,2,0,1,1,0,1,7,8,15,8,2,1,0,0,0,0,0,0,0
India,newcoderin,0,22,IIT Indore,1296,1485,3,pupil,309,413,1261.7433414043583,1693.9024390243903,1200,5,6,232,4,8,12,77,113,3,34,31,20,0,18,46,6,3,1,7,41,85,61,22,12,1,2,2,30,8,67,84,110,81,54,10,6,0,0,1,0,0,0
India,namarnath1996,0,3,IIT Indore,1293,1400,2,pupil,844,4,1225.0,1800.0,1000,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
India,shiv4s,0,2,IIT Indore,1293,1406,0,pupil,89,2,750.0,800.0,700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
India,dracarys98,0,3,IIT Indore,1262,1394,1,pupil,452,22,1054.5454545454545,1525.0,1000,0,0,11,0,0,0,4,4,0,4,1,0,0,2,0,0,0,0,1,0,6,4,0,0,0,0,0,0,0,9,5,5,1,1,1,0,0,0,0,0,0,0
India,HeadHunteR779,0,4,IIT Indore,1257,1433,1,pupil,492,7,914.2857142857143,1300.0,800,0,0,5,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0
India,wallcrawler,0,46,IIT Indore,1252,1455,27,pupil,827,474,1269.831223628692,1697.872340425532,1300,5,6,245,2,4,11,92,128,1,42,34,28,0,24,67,13,1,1,11,57,99,45,20,24,3,2,10,24,8,73,94,123,89,73,19,3,0,0,0,0,0,0
India,kumar_abd,0,4,IIT Indore,1243,1409,1,pupil,1480,6,1050.0,1400.0,1000,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0
India,jainsee24,0,4,IIT Indore,1229,1384,7,pupil,280,31,1351.6129032258063,1683.3333333333333,1400,0,2,18,0,0,1,4,11,0,3,3,1,0,1,3,1,0,0,1,7,8,4,1,1,0,1,0,1,2,2,4,9,8,8,0,0,0,0,0,0,0,0
India,darshil_babel,0,10,IIT Indore,1215,1455,3,pupil,2070,29,1234.4827586206898,1620.0,1200,0,0,21,0,0,0,9,10,1,0,0,0,0,1,3,1,0,0,0,2,9,2,0,0,1,1,0,1,1,2,8,15,1,2,0,0,1,0,0,0,0,0
India,vaibhavdalmia,0,5,IIT Indore,1205,1397,1,pupil,135,20,1090.0,1300.0,1100,0,0,9,0,0,0,3,5,0,3,1,0,0,0,2,1,0,0,1,1,8,0,1,1,0,0,1,2,0,3,10,6,1,0,0,0,0,0,0,0,0,0
India,nimxor,4,66,IIT Indore,1199,1691,94,newbie,1394,628,1393.7898089171974,1919.2,1400,7,12,287,9,12,21,126,121,2,51,52,57,7,31,70,22,2,2,14,75,144,96,32,44,3,1,10,58,12,60,119,121,114,108,61,31,10,4,0,0,0,0
India,Aviator96,0,6,IIT Indore,1167,1407,0,newbie,1269,91,1106.5934065934066,1333.3333333333333,1100,0,0,63,0,0,0,17,19,1,6,2,2,0,0,11,4,0,0,2,9,20,9,0,2,0,0,1,0,1,14,37,34,6,0,0,0,0,0,0,0,0,0
India,nukul430,0,3,IIT Indore,1164,1380,0,newbie,386,17,941.1764705882352,1366.6666666666667,900,0,0,10,0,0,0,2,4,0,7,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,12,3,1,0,0,1,0,0,0,0,0,0,0
India,ishangoel9853,0,3,IIT Indore,1156,1372,2,newbie,779,1,500.0,500.0,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,IIT_king,0,8,IIT Indore,1150,1375,2,newbie,679,38,1102.6315789473683,1457.142857142857,1100,0,0,18,0,0,3,10,8,0,2,2,0,0,1,3,1,0,0,0,1,6,8,5,1,0,1,2,5,0,12,7,12,6,1,0,0,0,0,0,0,0,0
India,vikky,0,20,IIT Indore,1147,1494,5,newbie,2207,68,1298.5294117647059,1715.3846153846155,1300,1,0,47,1,2,3,12,17,0,2,3,1,1,3,8,3,0,0,0,4,16,3,3,5,0,0,0,8,0,6,16,19,16,7,2,2,0,0,0,0,0,0
India,saurabh1900,0,5,IIT Indore,1134,1408,0,newbie,1770,14,1378.5714285714287,2100.0,1200,0,0,10,0,0,0,7,4,0,3,0,1,0,0,4,1,0,0,1,1,4,2,0,0,0,0,0,0,0,1,4,3,3,0,2,0,1,0,0,0,0,0
India,krishna_mahesh,0,9,IIT Indore,984,1409,1,newbie,1973,23,1134.7826086956522,1450.0,1100,0,0,19,0,1,0,5,6,0,1,0,2,0,1,0,0,0,0,0,5,8,2,0,1,0,0,0,0,0,3,10,7,2,1,0,0,0,0,0,0,0,0
India,aditya1701,0,54,Delhi Technological University,2122,2122,121,master,820,428,1666.3551401869158,2337.6470588235293,1700,6,6,133,14,6,35,76,105,4,37,53,64,8,21,43,17,3,4,21,60,118,76,35,38,5,0,7,41,21,34,42,51,39,73,55,64,31,28,10,1,0,0
India,heello,13,14,Delhi Technological University,2112,2112,118,master,664,207,1626.0869565217392,2370.731707317073,1600,4,4,73,8,7,12,36,43,0,23,21,38,3,11,22,10,9,0,1,16,59,33,13,14,2,0,4,13,6,22,24,24,24,26,27,24,17,12,4,3,0,0
India,kaspers,0,18,Delhi Technological University,2074,2074,53,candidate master,1355,191,1570.6806282722514,2089.4736842105262,1600,4,4,78,10,10,13,27,55,1,16,18,24,1,7,28,1,0,0,5,23,36,34,14,6,0,0,2,23,4,8,16,30,37,45,26,19,6,1,3,0,0,0
India,sdnr1,111,67,Delhi Technological University,2006,2248,202,candidate master,962,332,1716.566265060241,2575.757575757576,1700,4,7,115,12,13,30,54,69,7,24,24,57,8,14,22,20,1,0,8,55,77,74,37,23,3,0,4,32,20,24,39,51,27,40,32,33,24,31,18,12,0,1
India,sanyamg123,-1,38,Delhi Technological University,2000,2025,91,candidate master,1109,178,1385.3932584269662,2014.2857142857142,1300,0,2,82,2,3,6,30,34,3,9,10,16,1,6,11,11,0,0,4,32,40,29,6,5,1,1,5,8,10,23,33,34,32,26,10,11,6,3,0,0,0,0
India,nishant_coder,0,38,Delhi Technological University,1990,2064,155,candidate master,828,386,1659.0673575129533,2366.2337662337663,1700,3,4,137,14,17,33,67,85,5,28,35,70,11,15,46,17,6,2,11,55,95,84,30,36,5,1,4,38,21,31,44,52,31,60,41,55,36,24,9,3,0,0
India,shubham1694,0,67,Delhi Technological University,1965,2073,105,candidate master,1652,543,1839.779005524862,2470.3703703703704,1900,15,10,156,20,24,38,87,110,19,39,59,110,12,22,58,37,10,9,14,54,113,171,49,33,9,3,9,65,22,19,40,53,35,60,89,90,79,49,24,5,0,0
India,shivamd,0,70,Delhi Technological University,1945,1945,53,candidate master,1571,374,1547.8609625668448,2127.027027027027,1500,9,7,145,10,12,18,63,75,4,31,44,58,3,17,42,11,5,3,7,51,68,73,27,14,2,0,2,35,14,22,47,59,60,63,59,41,14,5,4,0,0,0
India,dreamplay,14,57,Delhi Technological University,1930,2149,250,candidate master,1497,467,1641.1134903640257,2327.956989247312,1600,13,10,168,10,18,16,83,94,10,29,44,49,4,19,45,41,5,0,9,49,139,93,44,35,4,2,26,50,15,26,48,75,61,72,58,58,34,16,13,6,0,0
India,coolbun,0,17,Delhi Technological University,1922,1937,31,candidate master,2086,109,1557.7981651376147,2161.904761904762,1600,1,5,49,4,2,11,20,29,3,5,8,10,1,6,17,6,0,2,1,7,26,21,8,6,0,0,2,12,4,9,12,17,11,25,17,9,3,5,1,0,0,0
India,amitrc17,0,10,Delhi Technological University,1918,1918,26,candidate master,1896,104,1463.4615384615386,2095.0,1400,0,1,56,1,3,4,17,20,2,4,9,4,2,7,11,4,2,2,2,13,13,13,6,5,1,0,0,9,5,12,15,18,18,16,12,7,3,2,1,0,0,0
India,rishabh7699,0,20,Delhi Technological University,1909,1959,52,candidate master,453,247,1376.923076923077,1963.265306122449,1300,2,1,119,4,4,8,50,66,4,20,18,25,2,8,24,5,0,0,7,32,55,33,9,10,0,0,4,14,8,35,43,53,33,37,25,13,6,2,0,0,0,0
India,niti94,0,16,Delhi Technological University,1902,1902,38,candidate master,2107,105,1387.6190476190477,2004.7619047619048,1300,1,2,55,0,2,4,27,22,1,6,7,7,0,7,12,2,0,1,3,8,26,9,2,6,0,1,1,6,1,11,24,22,18,12,10,2,2,2,2,0,0,0
India,sameer47,0,30,Delhi Technological University,1875,2141,125,expert,2282,153,1584.9673202614379,2223.3333333333335,1600,2,5,74,5,2,3,21,34,1,6,11,14,0,9,15,9,0,0,1,24,26,25,10,7,1,1,6,9,8,9,18,21,26,30,19,13,9,6,2,0,0,0
India,shubhamgarg1,0,30,Delhi Technological University,1857,1857,31,expert,1545,77,1275.3246753246754,1753.3333333333333,1200,0,0,41,0,1,0,9,15,0,3,4,7,1,3,11,2,0,0,5,15,19,7,2,2,0,0,2,3,1,13,16,19,10,12,4,3,0,0,0,0,0,0
India,nakli,0,12,Delhi Technological University,1851,1851,19,expert,350,43,1423.2558139534883,2000.0,1300,0,2,18,0,1,3,6,15,0,2,5,4,1,4,4,0,0,1,1,5,9,4,3,1,0,0,0,2,1,5,5,12,4,9,3,3,2,0,0,0,0,0
India,Arstine,0,14,Delhi Technological University,1832,1832,16,expert,1391,255,1641.5686274509803,2107.843137254902,1700,6,9,91,7,5,12,43,50,5,20,23,24,3,12,26,18,3,1,8,33,55,51,20,18,2,0,3,30,2,10,16,25,34,72,52,33,9,3,0,1,0,0
India,himanshugupta,0,43,Delhi Technological University,1830,1885,39,expert,772,212,1276.4150943396226,1745.2380952380952,1300,0,3,107,1,3,5,36,57,1,12,10,11,0,7,20,5,0,1,4,30,48,23,11,9,0,0,4,9,3,38,40,57,28,33,12,4,0,0,0,0,0,0
India,gone_girl,0,56,Delhi Technological University,1796,1858,84,expert,1110,378,1292.5925925925926,1906.6666666666667,1200,5,3,185,3,6,10,69,84,5,42,22,25,1,12,32,9,0,0,10,55,99,47,17,22,1,1,6,19,7,77,82,82,40,44,24,21,6,1,1,0,0,0
India,Mithrandir_14,3,23,Delhi Technological University,1791,1862,52,expert,651,238,1442.0168067226891,2153.191489361702,1300,4,4,100,3,9,11,40,46,4,25,20,27,4,8,19,8,1,1,11,23,59,44,15,16,2,0,4,19,4,34,43,45,18,36,21,22,12,6,0,1,0,0
India,sanchit_h,0,49,Delhi Technological University,1787,1850,33,expert,2820,124,1363.7096774193549,2008.3333333333333,1300,1,0,70,6,0,4,20,21,1,15,6,6,3,3,14,3,1,0,2,7,26,9,2,5,0,0,2,6,1,18,26,24,19,16,11,4,1,4,1,0,0,0
India,shamitlal_14,0,63,Delhi Technological University,1781,1781,37,expert,1573,389,1582.5192802056556,2102.5974025974024,1600,11,7,140,7,11,18,75,90,9,33,38,49,4,18,44,16,7,2,9,46,86,90,28,29,3,1,6,38,15,25,38,48,60,75,72,48,19,2,2,0,0,0
India,sirjan13,-4,20,Delhi Technological University,1776,1776,53,expert,598,596,1295.1342281879195,1915.9663865546217,1200,3,12,291,5,10,19,120,136,6,45,53,52,4,22,67,13,0,1,11,58,119,93,40,32,2,2,7,52,13,129,120,117,74,68,46,27,9,4,1,1,0,0
India,subhamdtu,0,51,Delhi Technological University,1772,1882,38,expert,1846,253,1582.608695652174,2264.0,1500,6,1,109,9,6,12,48,58,3,17,24,34,3,11,33,15,4,2,4,33,60,48,13,13,2,4,2,22,10,22,23,43,40,39,33,21,16,9,7,0,0,0
India,osank,0,79,Delhi Technological University,1765,1854,12,expert,2294,133,1200.751879699248,1561.5384615384614,1200,0,1,96,2,3,0,22,41,0,6,2,5,0,5,16,1,0,0,1,15,26,7,2,4,0,1,0,4,2,20,42,34,29,6,1,1,0,0,0,0,0,0
India,deepankarak,0,13,Delhi Technological University,1754,1786,57,expert,2237,189,1449.7354497354497,2081.0810810810813,1400,5,5,106,3,7,8,28,34,2,10,11,12,0,7,21,7,1,3,2,17,45,33,13,8,0,0,2,16,6,21,33,35,24,29,25,11,4,5,2,0,0,0
India,Shreymanik,0,38,Delhi Technological University,1733,1733,21,expert,1574,244,1407.7868852459017,1935.4166666666667,1400,3,1,110,3,7,6,52,54,3,26,27,22,0,10,34,4,3,0,3,23,41,45,14,19,3,0,0,16,4,30,32,55,32,42,36,14,1,2,0,0,0,0
India,nishant0208,0,30,Delhi Technological University,1732,1732,41,expert,631,387,1355.8139534883721,1950.6493506493507,1300,3,5,172,4,8,16,76,107,2,28,28,35,4,14,35,11,0,1,8,38,89,71,26,23,2,2,7,33,12,62,67,84,56,54,29,25,5,3,1,1,0,0
India,aman1893,0,8,Delhi Technological University,1722,1722,7,expert,2125,41,1270.7317073170732,1687.5,1300,1,3,23,0,2,1,11,9,0,2,1,2,0,1,3,0,0,0,1,3,12,0,1,1,1,0,1,5,0,6,10,9,10,3,3,0,0,0,0,0,0,0
India,T_BONE_289,0,18,Delhi Technological University,1716,1716,24,expert,714,159,1284.2767295597484,1751.6129032258063,1300,1,0,69,1,4,4,30,41,2,14,11,9,0,7,21,3,0,0,3,15,38,26,7,12,0,0,4,7,4,31,26,32,30,29,9,2,0,0,0,0,0,0
India,cmon_son,0,14,Delhi Technological University,1708,1746,34,expert,990,316,1497.4683544303798,2106.3492063492063,1500,3,1,126,3,8,24,63,77,5,18,31,41,5,6,37,7,0,1,12,40,74,47,27,21,2,0,5,34,8,30,41,58,39,66,33,28,12,8,1,0,0,0
India,hereicomewf,0,12,Delhi Technological University,1705,1957,75,expert,1621,108,1793.5185185185185,2328.5714285714284,1800,4,0,27,3,1,12,13,23,2,5,9,23,2,6,8,10,0,1,3,13,26,31,6,10,1,0,0,18,1,4,4,8,13,20,18,20,13,6,2,0,0,0
India,brucewayne123,2,46,Delhi Technological University,1702,1702,43,expert,1113,349,1489.3982808022922,2047.8260869565217,1500,3,7,140,8,9,21,65,68,1,21,42,40,2,18,46,15,1,3,8,40,73,76,31,24,1,0,3,44,8,34,43,57,54,61,56,28,14,2,0,0,0,0
India,incarnation,0,29,Delhi Technological University,1686,1732,42,expert,1219,409,1393.398533007335,1930.8641975308642,1400,6,5,196,4,7,20,86,92,0,37,41,39,6,12,40,10,1,1,9,56,93,53,19,24,3,2,7,30,9,45,73,82,65,78,30,29,5,1,1,0,0,0
India,rohanrko96.6,0,10,Delhi Technological University,1668,1668,5,expert,277,157,1410.8280254777071,1893.5483870967741,1400,2,4,54,0,2,6,20,56,0,9,19,15,1,14,20,2,0,0,4,18,42,21,9,9,0,0,1,10,3,15,23,30,30,36,14,4,4,1,0,0,0,0
India,canoodle,0,39,Delhi Technological University,1659,1660,19,expert,1390,338,1347.3372781065088,1801.4925373134329,1300,3,4,177,3,8,7,55,60,5,12,25,23,0,13,38,21,1,0,6,34,77,39,19,10,0,0,5,19,6,35,59,79,74,62,20,7,1,0,1,0,0,0
India,abhishekk781,0,38,Delhi Technological University,1657,1748,27,expert,661,151,1336.4238410596026,1846.6666666666667,1300,0,1,68,3,2,9,21,49,0,7,8,10,1,7,10,1,0,0,2,19,44,24,10,5,0,0,2,10,4,22,22,42,22,28,9,4,1,0,0,1,0,0
India,arshu,0,67,Delhi Technological University,1648,1763,13,expert,1443,235,1431.9148936170213,2187.2340425531916,1300,3,4,98,4,6,10,53,50,3,14,21,23,1,10,21,10,0,0,8,33,64,32,15,18,0,0,5,16,10,38,40,41,30,34,19,8,12,8,4,1,0,0
India,shreyas14,0,24,Delhi Technological University,1645,1645,3,expert,1075,71,1212.6760563380283,1628.5714285714287,1200,0,0,41,1,1,1,17,17,1,7,5,1,0,0,8,3,0,0,4,14,19,4,2,5,0,0,1,4,1,12,19,17,14,7,2,0,0,0,0,0,0,0
India,ishu_05,0,6,Delhi Technological University,1633,1717,41,expert,753,314,1461.4649681528663,2045.1612903225807,1400,4,3,133,2,5,19,56,75,3,26,31,34,3,11,39,8,2,2,11,33,75,40,19,19,2,2,5,27,6,28,46,63,43,62,30,27,12,2,1,0,0,0
India,ayushsinha1996,0,35,Delhi Technological University,1632,1632,9,expert,1170,357,1400.280112044818,1821.1267605633802,1400,4,5,161,5,9,11,69,78,1,22,39,32,1,23,46,11,1,1,7,50,83,75,26,21,4,2,7,34,6,28,49,76,84,77,30,11,2,0,0,0,0,0
India,ka4tik,0,36,Delhi Technological University,1626,1805,26,expert,2419,139,1420.863309352518,1974.0740740740741,1300,2,3,63,1,2,4,37,24,0,9,16,10,1,6,12,7,1,0,1,19,28,9,4,6,0,0,0,10,4,9,27,34,21,22,14,7,3,2,0,0,0,0
India,ujjwal_goel,0,24,Delhi Technological University,1623,1623,12,expert,752,88,1213.6363636363637,1617.6470588235295,1200,0,0,46,0,2,2,13,23,0,4,5,2,0,2,9,0,0,0,3,13,28,5,3,8,0,0,3,3,2,18,20,26,9,15,0,0,0,0,0,0,0,0
India,vabs,0,27,Delhi Technological University,1617,1733,23,expert,1600,152,1435.5263157894738,1966.6666666666667,1400,4,6,81,2,2,4,31,38,2,5,8,9,1,6,24,7,0,0,5,17,27,23,15,4,0,1,1,15,6,11,20,33,32,32,11,6,6,1,0,0,0,0
India,vteotia9,0,31,Delhi Technological University,1607,1607,16,expert,1386,167,1386.8263473053892,1903.030303030303,1400,1,2,77,5,3,6,25,27,1,10,13,16,1,8,18,8,0,1,1,26,34,24,7,7,0,0,1,10,3,23,23,30,36,31,12,8,3,1,0,0,0,0
India,cptcharisma,0,37,Delhi Technological University,1606,1610,3,expert,2218,82,1304.878048780488,1906.25,1200,0,1,54,0,2,1,22,24,1,4,3,3,0,3,10,1,0,0,2,13,20,6,2,7,0,1,2,2,1,14,17,16,19,6,4,3,2,0,1,0,0,0
India,kevin_212,0,21,Delhi Technological University,1602,1665,4,expert,1544,47,1238.2978723404256,1677.7777777777778,1200,1,1,27,0,0,0,9,9,0,3,3,1,0,0,8,0,0,0,1,6,14,1,0,0,0,0,0,0,1,6,14,15,7,2,2,0,1,0,0,0,0,0
India,madara,0,13,Delhi Technological University,1602,1686,13,expert,1144,95,1445.2631578947369,2205.2631578947367,1300,2,0,41,4,7,2,11,18,0,6,10,16,2,8,8,6,0,0,1,8,26,13,7,6,1,0,3,9,5,17,10,23,10,8,7,11,6,1,2,0,0,0
India,HimJ,0,65,Delhi Technological University,1593,1756,32,specialist,686,377,1302.1220159151194,1806.6666666666667,1300,2,4,177,2,11,14,70,98,2,24,22,25,1,17,38,6,0,0,8,43,91,50,22,15,1,0,5,24,11,65,72,84,61,57,19,15,3,1,0,0,0,0
India,i2code,0,2,Delhi Technological University,1591,1713,1,specialist,1323,73,1447.945205479452,1914.2857142857142,1500,0,1,33,2,2,4,18,17,1,5,12,12,0,8,10,3,0,1,0,6,11,57,3,3,1,1,0,6,3,7,8,13,15,19,7,3,0,0,1,0,0,0
India,Renegade,0,27,Delhi Technological University,1568,1663,1,specialist,1719,67,1365.6716417910447,2000.0,1300,2,1,42,1,0,0,10,16,0,6,4,4,0,1,3,1,0,0,0,7,12,7,2,0,0,0,0,5,2,9,14,14,11,6,8,2,1,1,1,0,0,0
India,al_chemist,0,12,Delhi Technological University,1566,1611,7,specialist,1223,69,1437.6811594202898,1838.4615384615386,1400,3,0,33,1,1,0,16,12,1,4,9,5,0,3,4,5,0,0,2,5,19,12,3,3,0,0,1,3,1,3,7,16,19,15,6,3,0,0,0,0,0,0
India,darkhorse7,0,122,Delhi Technological University,1566,1657,21,specialist,1487,465,1363.010752688172,1936.5591397849462,1300,3,6,225,6,6,13,92,87,4,32,39,38,1,23,44,24,0,0,13,62,115,66,18,25,4,1,7,25,9,69,78,100,72,75,36,18,13,2,2,0,0,0
India,himanshu1595,0,9,Delhi Technological University,1563,1662,6,specialist,2135,25,1348.0,1860.0,1300,1,2,14,0,0,0,8,3,0,1,2,2,0,2,1,2,0,1,0,2,4,3,1,0,0,0,1,2,0,2,6,7,4,2,3,0,1,0,0,0,0,0
India,mg13,0,26,Delhi Technological University,1562,1646,19,specialist,1574,212,1409.9056603773586,1885.7142857142858,1400,1,1,100,4,5,3,49,41,3,16,19,18,1,5,24,6,2,0,7,14,38,36,11,19,1,0,2,18,9,14,37,45,42,39,26,6,1,2,0,0,0,0
India,abhutani06,0,19,Delhi Technological University,1557,1580,8,specialist,799,182,1262.6373626373627,1700.0,1300,1,2,95,0,2,4,31,48,0,16,11,12,0,9,25,4,0,0,6,17,41,23,7,9,0,1,2,8,2,33,32,48,31,30,6,2,0,0,0,0,0,0
India,ravi_dtu,0,22,Delhi Technological University,1543,1619,6,specialist,1674,92,1313.0434782608695,1750.0,1300,2,0,49,1,0,2,21,17,1,7,2,8,0,2,12,4,0,0,3,7,20,24,1,5,1,1,0,2,1,11,13,31,17,12,6,2,0,0,0,0,0,0
India,codezhunter,0,16,Delhi Technological University,1540,1559,6,specialist,1190,45,1237.7777777777778,1700.0,1200,1,0,24,1,2,1,6,11,0,6,3,2,0,3,2,1,0,0,1,5,14,2,0,3,0,0,0,2,0,11,10,5,7,10,1,1,0,0,0,0,0,0
India,ahaddce,0,12,Delhi Technological University,1525,1525,9,specialist,453,45,1142.2222222222222,1488.888888888889,1200,0,0,16,0,0,0,1,17,0,4,6,2,0,4,5,0,0,0,0,6,13,6,0,0,0,0,0,1,0,11,10,13,9,2,0,0,0,0,0,0,0,0
India,kapish_04,0,40,Delhi Technological University,1523,1677,8,specialist,2253,128,1323.4375,1884.0,1300,1,3,77,0,1,0,28,30,1,6,10,6,0,5,17,4,0,1,2,11,29,14,7,7,1,0,1,6,1,15,26,38,23,10,6,7,1,2,0,0,0,0
India,arjun_9426,-6,51,Delhi Technological University,1521,1592,8,specialist,234,183,1289.0710382513662,1836.111111111111,1300,0,5,83,3,2,4,25,53,0,17,16,10,1,11,22,2,0,0,2,15,45,17,13,6,0,0,2,11,3,34,33,46,23,26,12,7,2,0,0,0,0,0
India,mikal09,2,39,Delhi Technological University,1519,1559,16,specialist,427,158,1224.6835443037974,1667.741935483871,1200,0,0,78,0,2,2,17,48,1,16,12,7,1,6,19,0,0,0,3,18,50,12,8,6,0,0,1,7,1,34,26,45,28,19,5,0,1,0,0,0,0,0
