country,handle,contribution,contest_count,organization,problem_count,avg_difficulty,avg_difficulty20,median,dp,hashing,Other,combinatorics,ternary search,probabilities,bitmasks,binary search,graph matchings,geometry,dfs and similar,games,brute force,shortest paths,divide and conquer,strings,math,graphs,string suffix structures,data structures,implementation,trees,sortings,two pointers,matrices,dsu,constructive algorithms,greedy,number theory,difficulty_bucket0,difficulty_bucket1,difficulty_bucket2,difficulty_bucket3,difficulty_bucket4,difficulty_bucket5,difficulty_bucket6,difficulty_bucket7,difficulty_bucket8,difficulty_bucket9,difficulty_bucket10,difficulty_bucket11,difficulty_bucket12
India,utkarsh04,0,11,IIIT Delhi,68,1132.3529411764705,1530.7692307692307,1100,4,0,0,0,0,0,1,0,0,3,2,0,14,0,0,5,16,1,0,2,40,2,3,2,0,0,8,13,4,18,23,19,2,4,1,1,0,0,0,0,0,0
India,gaurav150399,0,15,IIIT Delhi,206,1116.0194174757282,1517.0731707317073,1100,27,0,1,2,0,1,5,8,1,3,9,2,34,2,0,18,45,7,0,5,111,1,29,4,0,8,13,55,8,62,54,51,28,7,3,1,0,0,0,0,0,0
India,nishant15,0,43,IIIT Delhi,200,1232.0,1635.0,1200,31,1,2,3,0,1,2,13,1,4,11,6,34,0,0,16,46,7,0,8,111,8,29,5,0,2,25,54,9,33,43,56,39,22,7,0,0,0,0,0,0,0
India,ojasvisingh96,0,18,IIIT Delhi,44,1145.4545454545455,1575.0,1100,4,0,0,0,0,0,0,4,0,0,2,0,8,0,0,3,13,2,0,1,26,1,2,2,0,1,8,4,3,12,12,8,8,4,0,0,0,0,0,0,0,0
India,_error_404_,0,1,IIIT Delhi,2,1000.0,1300.0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
India,shivenmian,0,1,IIIT Delhi,3,1200.0,1400.0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
India,mehuld,0,1,IIIT Delhi,71,1045.0704225352113,1321.4285714285713,1000,2,0,1,2,0,0,0,0,0,0,2,1,17,1,0,11,20,2,0,1,41,0,6,0,0,0,3,22,4,25,26,15,4,1,0,0,0,0,0,0,0,0
India,vatsal_phoenix,0,16,IIIT Delhi,37,1135.1351351351352,1485.7142857142858,1100,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,1,10,0,0,1,24,0,3,2,0,0,9,4,1,9,10,6,11,1,0,0,0,0,0,0,0,0
India,avdeshk19,0,32,IIIT Delhi,75,1093.3333333333333,1466.6666666666667,1100,4,0,0,0,0,0,0,5,0,0,2,1,16,0,0,6,17,2,0,3,48,2,12,3,0,0,5,14,1,22,21,19,10,2,1,0,0,0,0,0,0,0
India,dvatsav98,0,12,IIIT Delhi,46,1193.4782608695652,1677.7777777777778,1200,3,0,0,0,0,0,0,2,0,0,2,1,7,0,0,4,11,1,0,2,24,2,5,2,0,1,5,9,0,13,6,13,8,4,0,2,0,0,0,0,0,0
India,ishakalra,0,1,IIIT Delhi,35,1114.2857142857142,1428.5714285714287,1100,4,0,0,2,0,0,0,3,1,0,3,0,3,2,0,2,12,3,0,1,22,1,5,0,0,0,4,9,1,7,12,13,1,1,1,0,0,0,0,0,0,0
India,blackHorse_07,0,3,IIIT Delhi,11,1200.0,1350.0,1200,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,8,0,3,0,0,0,0,3,0,0,4,6,1,0,0,0,0,0,0,0,0,0
India,prankulsingh,0,13,IIIT Delhi,24,1079.1666666666667,1425.0,1000,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,7,0,0,0,15,0,2,1,0,0,8,1,1,7,7,5,5,0,0,0,0,0,0,0,0,0
India,tanishjain5555,0,2,IIIT Delhi,38,997.3684210526316,1400.0,900,2,0,0,0,0,0,0,0,1,0,0,0,7,1,0,11,10,0,0,0,24,0,2,0,0,0,2,9,1,21,10,5,0,0,2,0,0,0,0,0,0,0
India,tushar_1812,0,13,IIIT Delhi,24,1095.8333333333333,1400.0,1100,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,1,6,0,0,2,17,0,3,0,0,0,3,2,1,8,6,8,1,1,0,0,0,0,0,0,0,0
India,ashutoshg,-3,21,IIIT Delhi,91,1181.3186813186812,1588.888888888889,1200,7,0,0,0,0,0,1,5,0,1,5,1,13,0,0,10,13,3,0,6,56,3,15,3,0,2,9,22,0,20,20,22,22,4,3,0,0,0,0,0,0,0
India,piyush6998,0,6,IIIT Delhi,22,1286.3636363636363,1875.0,1100,2,0,0,0,0,0,0,1,0,0,0,1,3,0,0,3,9,1,0,2,11,0,0,0,0,0,4,2,1,3,8,4,0,4,1,2,0,0,0,0,0,0
India,skj2303,0,11,IIIT Delhi,27,1137.037037037037,1600.0,1100,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,4,7,0,0,3,14,0,5,1,0,0,3,7,1,7,8,8,2,1,0,1,0,0,0,0,0,0
India,amogh7777,0,2,IIIT Delhi,4,1150.0,1400.0,1200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0
India,anshuman1117,0,1,IIIT Delhi,17,1064.7058823529412,1700.0,900,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,3,0,0,1,10,0,0,0,0,0,0,4,0,9,3,1,1,2,1,0,0,0,0,0,0,0
India,himanshu14047,0,13,IIIT Delhi,25,1104.0,1480.0,1000,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,7,0,0,1,15,0,2,1,0,0,8,2,1,7,7,5,5,1,0,0,0,0,0,0,0,0
India,AnkitaVerma,0,19,IIIT Delhi,106,1194.3396226415093,1680.952380952381,1200,10,0,0,0,0,1,1,7,0,4,3,4,28,0,0,8,22,3,0,8,55,2,13,4,0,1,16,19,6,25,26,31,9,9,4,1,1,0,0,0,0,0
India,death_c0der,0,1,IIIT Delhi,12,991.6666666666666,1500.0,900,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,8,0,2,0,0,0,0,3,0,8,2,1,0,0,1,0,0,0,0,0,0,0
India,rahul14083,0,8,IIIT Delhi,19,1126.3157894736842,1566.6666666666667,1100,1,0,0,0,0,0,0,2,0,1,0,1,3,0,0,0,8,0,0,0,10,0,2,0,0,0,5,3,0,6,4,3,5,0,1,0,0,0,0,0,0,0
India,shaurya_bagga,0,8,IIIT Delhi,119,1246.218487394958,1665.2173913043478,1300,11,0,1,1,0,0,2,3,0,0,17,1,21,3,0,8,26,16,0,8,54,6,11,4,0,6,12,28,3,19,24,36,20,14,6,0,0,0,0,0,0,0
India,virresh,0,9,IIIT Delhi,52,1128.8461538461538,1640.0,1100,0,0,1,1,0,0,0,3,0,0,1,0,9,0,0,11,14,0,0,2,31,1,6,0,0,0,3,13,3,18,13,11,2,5,3,0,0,0,0,0,0,0
India,hvk3,0,84,IIIT Delhi,221,1134.3891402714933,1565.909090909091,1100,12,1,1,2,0,2,1,9,0,10,5,6,34,1,0,20,63,3,0,6,127,3,14,7,0,1,27,31,9,57,68,52,23,16,3,2,0,0,0,0,0,0
India,harish14143,0,11,IIIT Delhi,23,1117.391304347826,1675.0,1000,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,1,15,0,3,0,0,0,8,3,1,7,7,3,4,0,1,1,0,0,0,0,0,0
India,_vikas_,0,11,IIIT Delhi,21,1071.4285714285713,1425.0,1000,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,5,0,0,0,13,0,2,1,0,0,6,4,0,5,9,3,4,0,0,0,0,0,0,0,0,0
India,saumya1906,0,22,IIIT Delhi,94,1111.7021276595744,1527.7777777777778,1100,5,0,1,0,0,0,0,6,0,0,3,1,17,0,0,8,18,3,0,3,57,2,12,3,0,1,9,23,3,32,16,30,8,6,2,0,0,0,0,0,0,0
India,akash_kumar,0,18,IIIT Delhi,35,1102.857142857143,1371.4285714285713,1100,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2,11,0,0,1,22,0,3,0,1,0,2,8,2,9,10,13,3,0,0,0,0,0,0,0,0,0
India,batmanav,0,26,IIIT Delhi,64,1071.875,1366.6666666666667,1100,1,0,0,1,0,0,0,2,0,4,0,1,12,0,0,10,14,0,0,0,37,0,7,1,0,0,7,8,1,18,23,21,1,0,1,0,0,0,0,0,0,0
India,gps,0,11,IIIT Delhi,42,1180.952380952381,1575.0,1200,3,0,0,0,0,0,0,1,0,1,0,3,12,0,0,7,10,0,0,3,23,0,2,0,0,0,4,6,1,8,12,14,4,3,1,0,0,0,0,0,0,0
India,Alphaq_2,0,2,IIIT Delhi,20,1030.0,1525.0,900,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,8,3,1,0,0,12,0,1,0,0,0,0,5,0,11,4,3,0,0,2,0,0,0,0,0,0,0
India,vagueman,0,3,IIIT Delhi,22,1136.3636363636363,1550.0,1100,3,0,0,1,0,0,1,0,0,0,3,0,6,1,0,3,9,3,0,2,10,3,0,0,0,0,5,6,1,6,5,7,2,2,0,0,0,0,0,0,0,0
India,sanchitgupta,0,14,IIIT Delhi,29,1179.3103448275863,1820.0,1100,2,0,0,0,0,0,1,1,0,0,2,0,3,2,0,1,6,3,0,0,17,1,4,0,0,0,6,2,2,7,9,5,4,2,0,1,1,0,0,0,0,0
India,dijkstrazeppelin,0,2,IIIT Delhi,11,1109.090909090909,1450.0,1100,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,4,0,3,1,0,0,2,4,1,2,5,3,0,1,0,0,0,0,0,0,0,0
India,TheBlackHawk,0,2,IIIT Delhi,4,975.0,1200.0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
India,SidXDDD,0,6,IIIT Delhi,8,1125.0,1300.0,1100,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,4,0,0,0,0,0,1,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0
India,low_kii_savage,0,9,IIIT Delhi,109,1212.8440366972477,1761.904761904762,1200,11,1,1,1,0,0,1,7,2,0,8,2,15,3,0,12,26,6,0,6,53,3,9,3,0,3,8,28,5,28,22,28,14,8,4,4,1,0,0,0,0,0
India,Shubhang.Sati,0,28,IIIT Delhi,76,1076.3157894736842,1400.0,1100,3,0,0,0,0,0,0,3,0,1,3,0,17,0,0,13,21,2,0,1,46,1,9,1,0,0,7,14,0,21,27,21,4,2,1,0,0,0,0,0,0,0
India,MrBubbles,-1,7,IIIT Delhi,25,1056.0,1340.0,1000,3,0,0,0,0,0,0,1,0,1,0,0,3,0,0,4,7,0,0,1,17,0,4,1,0,0,1,8,1,7,8,8,1,1,0,0,0,0,0,0,0,0
India,adarsh_007,0,2,IIIT Delhi,4,925.0,1000.0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
India,yajur,0,2,IIIT Delhi,7,1057.142857142857,1300.0,1200,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,3,0,1,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0
India,shahofblah,0,28,IIIT Delhi,39,1138.4615384615386,1500.0,1100,1,2,0,1,0,0,0,1,0,1,2,1,8,0,0,3,12,2,0,1,21,0,3,1,0,0,7,9,1,7,15,10,6,1,0,0,0,0,0,0,0,0
India,ragnerok,0,18,IIIT Delhi,90,1160.0,1616.6666666666667,1100,5,0,1,1,0,0,1,4,2,1,5,0,11,4,0,14,27,4,0,2,52,1,7,3,0,1,9,22,5,22,28,21,7,9,2,1,0,0,0,0,0,0
India,kausin97,0,21,IIIT Delhi,34,1020.5882352941177,1316.6666666666667,1000,0,0,0,0,0,0,0,1,0,2,0,0,9,0,0,3,7,0,0,2,24,0,1,0,0,0,3,3,1,12,14,7,1,0,0,0,0,0,0,0,0,0
India,arsh2508,0,6,IIIT Delhi,21,1133.3333333333333,1725.0,1100,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,3,5,0,0,1,12,0,2,1,0,0,0,6,0,9,2,4,2,3,1,0,0,0,0,0,0,0
India,pr0han,-1,3,IIIT Delhi,18,1033.3333333333333,1366.6666666666667,1100,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,5,0,0,1,12,0,2,1,0,0,0,2,1,7,6,4,1,0,0,0,0,0,0,0,0,0
India,pavanc7,0,3,IIIT Delhi,9,1011.1111111111111,1600.0,900,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,5,0,3,0,1,0,0,0,0,0,0,0,0
India,avadh14026,0,18,IIIT Delhi,31,1054.8387096774193,1416.6666666666667,1000,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,2,9,0,0,2,22,1,0,0,0,0,9,2,1,12,8,6,4,1,0,0,0,0,0,0,0,0
India,garyclay08,0,34,IIIT Delhi,241,1154.7717842323652,1541.6666666666667,1100,18,1,1,2,1,2,2,6,1,5,3,4,58,1,0,29,55,2,0,8,151,2,32,4,0,1,18,46,9,53,78,68,21,14,5,1,1,0,0,0,0,0
India,shreyansh7499,0,6,IIIT Delhi,30,1026.6666666666667,1450.0,1000,0,0,0,0,0,0,0,1,1,0,0,0,6,1,0,5,7,0,0,0,18,0,1,0,0,0,3,7,0,14,9,5,0,0,2,0,0,0,0,0,0,0
India,am_pm_mayhem,0,12,IIIT Delhi,65,1049.2307692307693,1476.923076923077,1000,1,1,0,0,0,0,0,3,1,0,0,1,8,1,0,11,15,0,0,2,38,0,5,1,0,1,3,14,1,27,19,10,5,2,2,0,0,0,0,0,0,0
India,mridul,0,4,IIIT Delhi,215,1158.6046511627908,1527.906976744186,1100,6,2,0,2,1,3,2,5,1,5,3,3,48,1,0,23,43,3,0,4,149,1,22,3,0,0,19,46,8,42,72,60,29,7,4,0,0,0,1,0,0,0
India,ujjwal_k23,0,26,IIIT Delhi,55,1047.2727272727273,1427.2727272727273,1000,1,0,1,0,0,0,0,2,1,1,1,1,5,1,0,4,15,1,0,0,39,1,3,0,0,0,10,3,2,21,16,9,7,2,0,0,0,0,0,0,0,0
India,StarFlux,0,7,IIIT Delhi,8,1025.0,1500.0,900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,4,0,1,0,0,0,0,3,1,4,2,1,1,0,0,0,0,0,0,0,0,0
India,silentknight00,-3,4,IIIT Delhi,66,1018.1818181818181,1400.0,1000,0,1,1,1,0,0,0,0,1,0,0,0,12,1,0,13,11,0,0,1,44,0,12,0,0,0,3,15,0,30,21,11,1,0,3,0,0,0,0,0,0,0
India,jai_mahajan,0,4,IIIT Delhi,4,1075.0,1300.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
India,rushj22,0,42,IIIT Delhi,108,1129.6296296296296,1490.4761904761904,1100,8,0,1,1,0,0,1,7,0,3,1,3,19,0,0,2,25,1,0,4,74,0,13,3,0,0,18,18,3,28,28,33,12,6,1,0,0,0,0,0,0,0
India,shivendra096,0,5,IIIT Delhi,1,800.0,800.0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,gryphon,-1,17,IIIT Delhi,24,962.5,1325.0,800,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,10,0,0,0,11,0,3,0,0,0,1,7,1,13,3,7,1,0,0,0,0,0,0,0,0,0
India,harshit14042,0,16,IIIT Delhi,32,1028.125,1350.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,11,0,0,0,26,0,6,0,0,0,5,5,3,11,12,6,3,0,0,0,0,0,0,0,0,0
India,gvaibhav21,21,73,IIT Roorkee,577,1867.9376083188909,2522.608695652174,1900,138,16,22,36,3,14,21,68,3,18,75,8,85,17,14,38,105,58,10,131,162,50,66,34,8,21,75,129,37,14,35,53,59,79,64,82,84,65,32,10,0,0
India,sajal_,2,63,IIT Roorkee,457,1672.2100656455143,2297.802197802198,1700,110,13,8,18,3,7,12,48,0,11,58,11,60,14,4,23,113,55,1,71,147,38,50,23,3,24,60,122,29,35,37,48,49,80,67,73,36,23,6,3,0,0
India,RonnieOSullivan,13,32,IIT Roorkee,386,1588.860103626943,2320.779220779221,1600,72,4,6,29,3,16,19,30,0,12,28,5,64,2,6,19,107,22,0,58,133,26,35,10,3,10,37,61,42,34,54,55,49,53,39,44,28,18,10,2,0,0
India,hm_98,31,67,IIT Roorkee,446,1626.457399103139,2403.370786516854,1600,88,8,11,27,1,6,17,42,0,13,39,10,61,10,4,24,114,36,1,64,156,25,29,20,6,15,55,103,34,35,56,66,55,63,51,43,28,27,13,9,0,0
India,abhishek_1997,0,45,IIT Roorkee,553,1537.7938517179023,2245.4545454545455,1500,83,9,13,33,2,3,13,42,1,17,42,7,70,13,6,39,121,39,4,67,207,31,42,25,1,11,60,110,30,60,75,88,64,78,68,63,22,20,12,3,0,0
India,deva2802,7,71,IIT Roorkee,354,1608.4745762711864,2334.285714285714,1600,68,5,17,16,0,8,20,28,1,14,32,8,62,7,6,21,87,29,0,39,134,22,36,11,1,8,56,82,28,34,43,52,31,54,40,44,27,17,9,3,0,0
India,spj_29,9,73,IIT Roorkee,1075,1747.3488372093022,2431.6279069767443,1700,264,25,39,62,6,25,42,128,7,30,132,18,156,31,20,74,245,103,9,183,308,102,107,59,9,38,120,251,86,58,76,106,126,173,159,150,100,76,33,17,0,1
India,rachitjain,80,61,IIT Roorkee,471,1645.0106157112527,2340.425531914894,1600,138,7,12,26,1,10,18,46,1,11,65,10,75,13,7,28,101,59,3,66,159,46,39,22,4,19,63,88,28,37,44,66,60,66,54,62,45,25,8,4,0,0
India,piyushsethia1999,0,30,IIT Roorkee,229,1594.3231441048035,2184.4444444444443,1700,51,4,7,9,2,5,5,17,0,6,21,3,30,8,3,20,55,16,4,19,86,16,18,11,1,6,27,47,6,23,22,30,24,35,38,41,8,7,0,1,0,0
India,rashish2202,0,41,IIT Roorkee,436,1601.834862385321,2279.310344827586,1600,77,8,10,22,2,12,16,43,0,15,40,10,85,11,8,30,102,34,3,68,158,28,43,19,1,15,40,98,30,44,50,56,48,61,57,58,34,22,5,1,0,0
India,naveen_iitr,0,26,IIT Roorkee,132,1638.6363636363637,2450.0,1600,19,3,2,7,0,5,3,9,0,6,18,1,20,2,2,9,29,16,2,25,49,11,14,4,0,6,18,22,7,12,17,19,17,15,8,14,12,10,7,1,0,0
India,yashpal1995,0,30,IIT Roorkee,168,1456.547619047619,2021.2121212121212,1400,25,5,3,12,1,3,4,17,0,7,7,2,29,1,1,5,51,6,2,15,70,4,19,7,2,2,16,30,7,11,27,34,34,24,20,11,4,1,2,0,0,0
India,ketanhwr,0,17,IIT Roorkee,193,1484.4559585492227,2057.8947368421054,1500,69,3,4,15,1,13,4,11,1,3,25,7,30,3,1,9,46,21,1,21,69,12,16,12,2,7,14,29,11,15,22,35,43,38,22,8,4,2,2,1,0,1
India,adkroxx,34,84,IIT Roorkee,445,1588.7640449438202,2373.0337078651687,1500,76,7,9,37,2,16,17,35,0,15,31,7,78,6,9,20,121,26,2,64,169,33,32,15,5,13,53,70,43,42,65,63,65,53,32,48,32,28,12,5,0,0
India,ershivasoni,0,32,IIT Roorkee,316,1316.4556962025317,1841.2698412698412,1300,28,5,2,8,1,4,3,18,1,15,13,4,50,2,0,14,81,10,0,23,160,9,35,12,0,4,45,67,18,40,74,68,50,54,16,10,1,0,2,1,0,0
India,shivatejesh,0,52,IIT Roorkee,236,1485.1694915254238,2155.31914893617,1400,31,5,3,9,1,3,8,20,2,7,17,2,47,4,4,14,60,14,2,25,127,9,39,8,1,6,28,56,12,19,37,51,38,32,24,13,10,9,2,1,0,0
India,daga,2,35,IIT Roorkee,491,1734.215885947047,2343.877551020408,1800,130,10,25,45,2,21,13,44,4,12,62,18,57,19,8,27,101,55,3,62,158,39,50,20,5,18,53,100,35,28,41,39,50,77,80,86,48,33,5,4,0,0
India,mohitf,0,27,IIT Roorkee,152,1469.7368421052631,2076.6666666666665,1400,24,3,2,11,0,2,7,9,0,3,14,1,25,0,1,14,33,9,1,18,65,12,17,8,1,4,19,25,9,11,25,30,28,22,17,10,5,3,1,0,0,0
India,Anshul_Shah,0,33,IIT Roorkee,174,1355.7471264367816,1811.764705882353,1300,33,3,4,7,1,3,2,17,0,2,9,2,25,1,0,11,46,7,2,20,85,8,15,5,1,6,29,31,14,17,33,39,30,38,12,3,2,0,0,0,0,0
India,swegwan,0,2,IIT Roorkee,7,1200.0,2100.0,1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,1,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0
India,Harsh424jan,0,34,IIT Roorkee,248,1460.0806451612902,2028.5714285714287,1500,51,3,5,7,0,4,9,26,0,9,19,10,54,4,4,14,74,19,0,24,111,15,25,7,2,5,32,56,21,28,33,50,29,45,31,22,8,1,1,0,0,0
India,amankedia1994,1,69,IIT Roorkee,262,1638.1679389312976,2353.846153846154,1600,38,6,5,17,3,9,7,20,1,9,23,5,41,4,4,18,67,20,4,34,97,13,27,9,0,10,33,54,18,13,28,41,38,42,36,24,17,13,7,3,0,0
India,sgargiitr,0,28,IIT Roorkee,113,1285.8407079646017,1759.090909090909,1300,11,0,1,1,0,0,1,13,0,1,4,4,14,0,0,6,30,4,0,7,63,4,12,6,0,2,13,20,7,19,19,30,22,14,6,2,1,0,0,0,0,0
India,saurrv,0,74,IIT Roorkee,338,1580.7692307692307,2337.313432835821,1500,49,8,10,16,3,2,8,36,1,12,29,4,57,7,3,23,87,19,2,34,150,13,34,16,4,8,40,83,17,24,42,64,52,41,37,26,27,13,8,4,0,0
India,aniket9465,0,39,IIT Roorkee,293,1353.924914675768,1856.896551724138,1300,47,3,1,7,0,3,6,19,1,5,26,5,47,7,1,30,71,21,2,16,133,16,34,10,0,5,39,81,14,48,41,58,49,59,25,10,2,1,0,0,0,0
India,kshitijbathla,0,33,IIT Roorkee,119,1629.4117647058824,2321.7391304347825,1600,21,1,3,9,2,5,5,10,3,5,10,1,16,3,2,5,23,7,0,11,54,4,12,4,1,2,18,31,6,7,11,20,16,20,18,11,7,5,3,1,0,0
India,pankaj_gudlani,0,28,IIT Roorkee,126,1346.031746031746,1848.0,1300,14,0,3,4,0,1,4,9,1,2,9,0,26,1,1,5,35,6,1,7,69,3,18,5,1,3,12,24,4,14,24,33,21,19,9,4,1,1,0,0,0,0
India,harshits2808,13,25,IIT Roorkee,116,1350.0,1882.608695652174,1300,12,1,0,4,0,1,4,3,0,7,6,2,25,1,0,6,28,5,0,14,51,3,8,2,1,1,19,24,8,14,22,31,11,27,3,5,1,2,0,0,0,0
India,satyam94,0,12,IIT Roorkee,41,1307.3170731707316,1775.0,1300,3,0,0,2,0,1,1,2,0,2,0,0,8,0,0,1,11,0,0,0,18,0,4,2,0,0,1,7,1,6,6,13,6,6,3,1,0,0,0,0,0,0
India,priyanshu1994,0,7,IIT Roorkee,37,1348.6486486486488,1857.142857142857,1400,0,1,0,0,0,0,0,3,0,2,2,0,7,0,0,0,14,1,0,1,18,0,2,0,0,1,3,5,3,4,8,6,10,4,3,2,0,0,0,0,0,0
India,atriwal,-7,47,IIT Roorkee,427,1263.231850117096,1734.1176470588234,1200,38,3,5,7,0,3,5,22,2,9,18,4,81,1,0,34,124,16,0,34,215,10,53,15,0,6,53,96,35,73,102,90,75,58,21,6,1,1,0,0,0,0
India,gdomen,0,46,IIT Roorkee,291,1302.405498281787,1731.0344827586207,1300,45,1,3,5,0,0,4,27,1,11,24,4,52,4,0,21,78,24,1,19,145,5,32,14,1,4,37,73,17,36,62,72,45,56,16,4,0,0,0,0,0,0
India,divijbindlish,0,11,IIT Roorkee,42,1297.6190476190477,1762.5,1200,1,0,0,1,0,1,2,1,0,0,3,0,14,0,0,3,14,3,1,1,26,0,5,1,0,2,3,6,5,3,13,10,6,8,0,2,0,0,0,0,0,0
India,nitishbansal2297,0,45,IIT Roorkee,292,1515.0684931506848,2020.6896551724137,1600,95,1,4,9,0,2,6,20,1,5,63,4,35,20,2,19,62,88,0,27,104,30,23,15,1,12,33,72,14,21,39,45,38,59,49,37,4,0,0,0,0,0
India,nikhil96sher,0,37,IIT Roorkee,147,1292.5170068027212,1810.344827586207,1300,11,0,3,7,0,1,3,4,1,3,7,4,32,1,0,13,34,6,2,3,69,3,9,3,0,1,30,22,3,24,28,37,27,12,12,7,0,0,0,0,0,0
India,saurabh_29,0,34,IIT Roorkee,160,1428.75,2059.375,1400,22,2,3,9,1,1,2,9,1,4,13,3,24,2,1,8,30,8,0,19,79,10,13,5,0,5,25,25,5,18,27,24,35,28,8,12,3,3,2,0,0,0
India,sukunrt,0,9,IIT Roorkee,77,1685.7142857142858,2206.6666666666665,1700,26,1,1,1,0,2,1,10,1,0,12,1,16,2,1,8,12,9,0,12,23,2,7,4,0,1,12,23,7,5,4,5,11,16,13,18,3,0,1,1,0,0
India,shivam_code97,0,53,IIT Roorkee,219,1365.296803652968,1906.9767441860465,1300,32,0,3,8,0,2,4,12,0,3,15,4,29,8,0,14,63,27,0,15,96,9,22,6,0,1,22,63,10,34,35,48,23,40,26,9,4,0,0,0,0,0
India,kalra.akshit,0,19,IIT Roorkee,122,1357.377049180328,1845.8333333333333,1300,20,0,3,6,0,2,2,8,0,0,14,3,17,1,1,6,22,8,0,7,54,8,8,5,0,4,22,22,4,16,20,27,18,29,6,3,3,0,0,0,0,0
India,anshuman1294,0,29,IIT Roorkee,133,1355.639097744361,1892.3076923076924,1300,10,1,1,8,0,2,4,9,0,1,9,1,20,2,1,7,37,7,0,15,76,5,11,4,0,3,14,29,4,12,31,31,23,18,12,2,2,2,0,0,0,0
India,garv07,0,20,IIT Roorkee,84,1580.952380952381,2312.5,1500,17,2,3,4,0,2,3,10,1,1,11,0,21,1,1,2,21,4,1,4,37,4,11,2,1,2,7,25,2,6,7,19,13,12,10,4,7,4,1,1,0,0
India,theRevenant,0,56,IIT Roorkee,210,1480.0,2233.3333333333335,1400,31,3,6,7,1,1,4,17,2,5,22,2,39,2,4,11,44,15,0,17,122,12,24,5,0,4,27,49,9,20,33,46,37,20,18,14,12,4,3,2,0,1
India,hsk,1,53,IIT Roorkee,258,1353.1007751937984,1968.6274509803923,1300,28,5,3,6,0,2,2,13,1,6,17,7,52,5,1,16,65,16,0,18,143,6,26,5,3,4,29,53,13,31,52,53,61,24,16,8,7,3,3,0,0,0
India,surajgupta,0,6,IIT Roorkee,112,1348.2142857142858,1872.7272727272727,1300,8,1,1,10,0,0,0,3,0,3,4,3,9,0,0,6,30,3,0,4,52,2,6,3,1,0,11,10,5,13,21,25,23,13,11,5,1,0,0,0,0,0
India,ak532,-1,52,IIT Roorkee,452,1424.3362831858408,2038.888888888889,1400,65,5,5,14,2,7,9,28,1,15,34,7,77,10,6,31,115,35,2,51,186,27,48,17,0,12,57,99,29,60,69,91,64,52,60,41,8,4,3,0,0,0
India,abhinavkk1996,0,26,IIT Roorkee,143,1309.7902097902097,1646.4285714285713,1300,13,4,1,12,0,4,4,8,1,4,8,3,24,2,0,10,33,4,1,8,78,2,15,6,0,0,19,32,4,12,23,44,41,20,3,0,0,0,0,0,0,0
