country,handle,contribution,contest_count,organization,problem_count,avg_difficulty,avg_difficulty20,median,dp,hashing,Other,combinatorics,ternary search,probabilities,bitmasks,binary search,graph matchings,geometry,dfs and similar,games,brute force,shortest paths,divide and conquer,strings,math,graphs,string suffix structures,data structures,implementation,trees,sortings,two pointers,matrices,dsu,constructive algorithms,greedy,number theory,difficulty_bucket0,difficulty_bucket1,difficulty_bucket2,difficulty_bucket3,difficulty_bucket4,difficulty_bucket5,difficulty_bucket6,difficulty_bucket7,difficulty_bucket8,difficulty_bucket9,difficulty_bucket10,difficulty_bucket11,difficulty_bucket12
India,prayankmathur,0,15,Indian School of Mines,42,1288.095238095238,1812.5,1300,3,0,0,1,0,0,2,1,0,1,5,0,7,1,0,1,8,2,0,4,26,0,6,0,0,1,5,11,2,9,5,10,10,4,2,1,1,0,0,0,0,0
India,urvish,0,2,Indian School of Mines,3,1266.6666666666667,1400.0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
India,surendrasingh9426,0,6,Indian School of Mines,472,1208.8983050847457,1636.1702127659576,1200,31,3,10,7,1,5,2,22,3,9,11,2,93,4,0,43,105,8,0,13,312,3,59,13,0,6,31,114,21,78,140,133,69,30,15,4,2,1,0,0,0,0
India,deepsingh,0,18,Indian School of Mines,255,1134.9019607843138,1582.3529411764705,1100,16,0,8,3,0,1,3,5,3,3,9,0,58,3,0,25,54,4,0,5,174,2,22,5,0,2,18,47,7,69,85,57,20,11,9,3,1,0,0,0,0,0
India,In_searchof_NIRVANA,0,14,Indian School of Mines,569,1165.0263620386643,1597.345132743363,1100,38,2,1,11,1,3,9,31,2,14,16,2,106,3,0,52,196,10,0,19,334,5,62,11,3,4,53,94,40,130,175,128,81,37,12,4,0,2,0,0,0,0
India,ssthedarklord,0,10,Indian School of Mines,26,1184.6153846153845,1740.0,1200,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,4,2,0,2,16,0,3,0,0,1,10,5,3,7,5,5,4,3,1,1,0,0,0,0,0,0
India,anuragsrajput15,0,8,Indian School of Mines,11,1163.6363636363637,1500.0,1200,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,1,8,0,1,0,0,0,1,4,0,1,4,5,0,1,0,0,0,0,0,0,0,0
India,rishj08,0,13,Indian School of Mines,25,1136.0,1440.0,1100,0,1,0,1,0,0,1,0,0,0,1,1,3,0,0,0,7,1,0,0,15,0,5,0,0,0,3,4,1,3,11,6,5,0,0,0,0,0,0,0,0,0
India,v_4vjf,0,4,Indian School of Mines,20,1160.0,1725.0,1100,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,6,0,0,0,9,0,2,0,0,0,2,3,0,6,5,4,2,1,1,1,0,0,0,0,0,0
India,bolbam,0,17,Indian School of Mines,201,1408.4577114427861,1827.5,1500,32,2,5,9,0,0,3,19,0,8,28,3,40,5,0,8,44,21,0,12,95,13,24,9,2,4,24,44,13,26,27,26,40,56,19,6,1,0,0,0,0,0
India,prakharmy,0,10,Indian School of Mines,19,1152.6315789473683,1666.6666666666667,1100,1,0,0,1,0,1,1,0,0,0,0,0,5,0,0,2,6,0,0,0,12,0,0,0,0,0,0,5,0,5,6,5,1,0,2,0,0,0,0,0,0,0
India,jj_r,0,13,Indian School of Mines,22,1136.3636363636363,1450.0,1100,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,2,8,0,0,0,16,0,1,1,0,0,2,2,1,5,8,5,4,0,0,0,0,0,0,0,0,0
India,_rochak_,0,2,Indian School of Mines,5,1020.0,1300.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0
India,durgarao150,0,2,Indian School of Mines,38,955.2631578947369,1342.857142857143,900,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,10,5,0,0,0,27,0,2,1,0,0,1,5,2,25,9,2,0,0,2,0,0,0,0,0,0,0
India,youWe,0,14,Indian School of Mines,26,1088.4615384615386,1480.0,1000,3,0,0,0,0,0,0,1,0,1,1,0,6,0,0,1,7,0,0,0,17,0,2,1,0,0,4,5,3,7,10,5,2,2,0,0,0,0,0,0,0,0
India,adam5010,0,5,Indian School of Mines,32,1187.5,1550.0,1100,3,0,0,0,0,0,0,1,1,0,4,0,9,2,0,5,8,3,0,0,20,0,7,1,1,0,0,7,0,2,15,9,5,0,0,1,0,0,0,0,0,0
India,nikroc79,0,5,Indian School of Mines,7,985.7142857142857,1800.0,800,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,2,0,0,0,0,0,1,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0
India,cherrycodes,0,39,Indian School of Mines,83,1183.132530120482,1537.5,1200,6,0,1,4,0,2,2,2,1,3,3,2,19,0,0,6,23,2,0,4,51,2,12,2,1,0,11,18,1,15,25,21,18,3,0,1,0,0,0,0,0,0
India,pankaj1231,0,3,Indian School of Mines,11,1227.2727272727273,1700.0,1200,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,0,1,5,0,1,0,0,0,0,2,0,1,3,5,0,1,1,0,0,0,0,0,0,0
India,ahamedmdwaseem5,0,5,Indian School of Mines,8,1025.0,1300.0,1000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0
India,vipulgrover,0,14,Indian School of Mines,22,1081.8181818181818,1450.0,1000,0,1,1,1,0,0,0,0,0,1,0,0,3,0,0,2,7,0,0,1,13,0,2,0,0,0,6,4,2,6,9,4,2,1,0,0,0,0,0,0,0,0
India,ismvarunsharma,0,6,Indian School of Mines,236,1107.2033898305085,1510.6382978723404,1100,16,2,0,3,0,2,6,7,2,2,4,1,39,2,1,22,48,2,0,13,165,1,29,6,0,1,12,52,7,67,84,52,17,9,6,0,0,0,1,0,0,0
India,nitish_ism,0,3,Indian School of Mines,6,1116.6666666666667,1600.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0
India,basrawala19,0,8,Indian School of Mines,146,1209.5890410958905,1851.7241379310344,1100,10,1,2,8,0,0,1,5,2,3,7,0,31,2,0,14,32,4,0,5,92,3,11,3,1,0,18,24,6,40,42,25,14,10,8,0,5,1,1,0,0,0
India,jainadarsh,0,4,Indian School of Mines,26,1219.2307692307693,1600.0,1200,17,0,0,1,0,1,1,1,1,0,1,0,9,0,0,2,3,0,0,2,12,0,1,2,0,0,1,7,0,3,8,8,4,2,1,0,0,0,0,0,0,0
India,gabish01,0,6,Indian School of Mines,204,1229.9019607843138,1675.0,1200,10,1,1,4,1,1,5,9,1,6,6,2,53,1,0,18,47,4,0,10,131,1,20,6,0,0,22,50,8,30,57,61,33,15,2,2,1,1,2,0,0,0
India,hbnker31,0,4,Indian School of Mines,121,1026.4462809917356,1366.6666666666667,1000,2,0,2,1,0,0,1,1,1,2,1,0,21,1,0,18,25,1,0,1,88,0,11,1,0,0,6,18,3,51,44,19,2,1,4,0,0,0,0,0,0,0
India,dzekoo,0,7,Indian School of Mines,8,1075.0,1400.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,0,0,1,0,0,0,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0
India,aniket20,0,35,NIT Warangal,411,1727.007299270073,2365.8536585365855,1700,98,9,15,29,5,15,13,43,1,14,53,8,69,10,10,29,83,34,5,69,130,31,43,16,4,15,38,67,31,13,36,50,42,65,77,61,24,28,10,5,0,0
India,nmalviya52,0,39,NIT Warangal,279,1474.910394265233,2103.6363636363635,1500,48,5,7,13,0,4,8,24,1,8,31,7,53,8,2,21,70,32,2,32,99,12,37,10,4,8,47,64,21,30,39,51,35,56,28,23,9,5,2,1,0,0
India,bharathg,0,27,NIT Warangal,313,1561.661341853035,2240.3225806451615,1600,63,4,13,31,0,13,9,29,0,11,30,5,67,4,3,22,73,28,2,38,115,19,29,13,1,10,48,64,17,29,42,40,41,55,40,31,18,9,6,2,0,0
India,manjunath1996,4,44,NIT Warangal,254,1504.3307086614172,2180.0,1500,47,5,6,7,0,3,8,36,1,6,37,6,44,5,2,16,59,28,1,37,96,15,31,8,3,12,31,51,14,25,41,38,32,42,29,27,10,5,4,1,0,0
India,straw_hat,0,19,NIT Warangal,146,1404.7945205479452,1882.7586206896551,1400,16,0,0,9,0,2,1,8,0,2,10,1,32,0,1,6,38,9,0,8,89,5,16,9,1,2,14,45,9,9,27,36,24,26,16,7,0,1,0,0,0,0
India,begin_hs,0,66,NIT Warangal,438,1501.1415525114155,2059.770114942529,1500,76,12,5,16,1,4,8,40,0,12,53,10,85,13,5,34,89,40,5,50,185,18,51,23,3,10,45,89,17,31,58,68,79,88,55,42,10,5,2,0,0,0
India,vinod10,0,47,NIT Warangal,253,1411.8577075098815,1954.0,1400,30,1,11,10,1,4,4,16,1,5,24,7,43,4,0,12,65,25,1,28,97,9,27,8,2,9,38,52,15,23,49,46,39,49,27,15,2,1,1,1,0,0
India,shishirt22,0,28,NIT Warangal,253,1434.7826086956522,2024.0,1400,39,3,3,10,2,6,4,30,0,3,23,3,41,1,2,8,56,13,2,31,119,18,27,14,3,8,31,49,14,28,35,52,42,42,27,17,4,5,1,0,0,0
India,vinish_jail97,0,15,NIT Warangal,168,1355.357142857143,1842.4242424242425,1300,34,0,5,7,1,4,5,17,0,2,14,4,27,2,1,7,28,12,0,8,81,8,16,11,0,4,20,26,8,19,34,31,32,33,11,6,2,0,0,0,0,0
India,neeladree,0,42,NIT Warangal,283,1244.1696113074204,1730.357142857143,1200,37,3,6,6,0,2,4,14,2,3,15,3,53,4,0,32,69,13,2,17,153,5,32,11,1,6,29,57,12,52,70,64,49,28,14,4,1,0,1,0,0,0
India,ss_nitian,0,59,NIT Warangal,316,1413.2911392405063,1961.904761904762,1400,53,6,6,14,4,5,2,26,0,11,16,7,62,5,1,24,67,17,1,34,156,6,42,11,3,6,31,68,23,30,48,69,66,45,32,18,3,3,2,0,0,0
India,topcoder_me,0,25,NIT Warangal,56,1342.857142857143,1881.8181818181818,1300,3,0,3,1,0,0,0,1,0,0,1,0,14,0,0,3,7,4,0,3,36,0,7,2,0,0,3,19,1,6,11,15,12,7,1,2,1,1,0,0,0,0
India,banarun,0,20,NIT Warangal,49,1361.2244897959183,1866.6666666666667,1400,4,0,1,2,1,0,1,1,0,1,1,1,11,0,0,4,12,2,0,1,30,0,5,2,0,1,5,11,3,5,11,7,12,9,2,2,1,0,0,0,0,0
India,visleck,0,14,NIT Warangal,98,1395.9183673469388,1857.8947368421052,1400,32,5,5,3,0,2,3,10,1,1,7,1,24,1,4,8,11,2,0,8,45,5,5,8,1,2,9,25,4,9,18,18,20,18,12,1,1,1,0,0,0,0
India,kvsk,0,11,NIT Warangal,41,1297.560975609756,1787.5,1300,4,1,0,0,0,1,0,2,0,2,4,0,6,0,0,2,10,2,0,1,23,2,6,2,0,1,3,7,1,6,8,9,10,6,0,1,1,0,0,0,0,0
India,sumit99531,0,18,NIT Warangal,121,1300.8264462809918,1766.6666666666667,1300,12,2,2,5,0,0,0,6,1,2,8,1,16,0,0,4,32,4,0,5,75,3,13,9,0,1,16,28,2,18,23,28,24,21,4,2,0,0,1,0,0,0
India,furious__,5,48,NIT Warangal,401,1349.3765586034913,1798.75,1300,56,4,2,11,1,2,14,31,1,7,59,3,75,10,2,28,88,62,0,29,186,28,60,18,2,12,47,91,16,45,58,99,87,75,23,11,2,1,0,0,0,0
India,rp789,0,18,NIT Warangal,81,1276.5432098765432,1793.75,1300,15,1,2,0,0,0,5,5,0,0,3,1,9,1,1,7,23,4,0,2,41,3,10,3,0,1,11,25,3,16,13,23,11,12,3,2,0,1,0,0,0,0
India,nitish712,0,13,NIT Warangal,61,1398.360655737705,2108.3333333333335,1300,7,1,1,3,0,0,0,2,0,1,7,1,7,1,0,6,18,3,0,8,33,2,11,2,0,3,4,15,4,5,12,20,9,3,5,2,2,3,0,0,0,0
India,Baadshah_,3,16,NIT Warangal,54,1118.5185185185185,1520.0,1100,4,0,0,0,0,0,1,3,0,0,3,0,10,0,0,8,12,2,0,2,34,2,4,1,0,0,10,8,1,17,10,15,9,2,1,0,0,0,0,0,0,0
India,prasad5596,0,20,NIT Warangal,45,1166.6666666666667,1677.7777777777778,1100,4,0,1,1,0,0,1,3,0,1,2,1,12,0,0,4,14,2,0,1,22,1,7,0,0,2,10,12,2,11,13,10,3,7,0,0,1,0,0,0,0,0
India,ayushcool2654,0,22,NIT Warangal,89,1271.9101123595506,1941.1764705882354,1200,9,0,0,0,0,0,0,5,0,1,2,2,11,0,0,8,16,4,0,8,49,1,14,4,0,2,7,26,3,20,20,17,10,14,3,2,0,0,3,0,0,0
India,kepler,0,10,NIT Warangal,48,1266.6666666666667,1833.3333333333333,1200,8,0,0,1,0,0,1,4,1,0,2,1,8,1,0,3,8,2,0,0,27,2,6,5,0,0,6,12,1,12,6,13,6,6,3,1,1,0,0,0,0,0
India,donkarnage,0,14,NIT Warangal,646,1273.2198142414861,1727.1317829457364,1200,109,7,9,17,2,3,11,35,2,9,24,5,127,5,1,57,154,20,1,30,354,7,78,27,4,7,61,147,40,88,159,156,126,70,31,13,2,1,0,0,0,0
India,rishigurjar52,0,14,NIT Warangal,38,1165.7894736842106,1614.2857142857142,1200,4,0,0,0,0,0,0,2,0,0,1,0,6,0,0,3,8,1,0,1,20,0,7,1,0,0,3,13,2,11,7,9,6,5,0,0,0,0,0,0,0,0
India,PKC,0,6,NIT Warangal,202,1294.0594059405942,1847.5,1300,30,3,2,3,1,1,1,12,1,5,22,0,32,7,0,19,37,27,1,14,99,8,24,5,1,5,18,44,6,29,47,52,29,24,9,8,3,0,1,0,0,0
India,utkarsh111,0,22,NIT Warangal,48,1256.25,1877.7777777777778,1100,2,1,2,1,0,0,1,1,0,1,2,1,4,0,1,6,16,0,0,1,29,0,4,0,0,1,5,13,6,7,17,9,7,5,1,0,1,0,0,0,0,1
India,anichavan20,0,6,NIT Warangal,9,1100.0,1400.0,1100,1,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,0,1,0,0,1,1,0,2,3,3,1,0,0,0,0,0,0,0,0,0
India,kalpitshah,0,2,NIT Warangal,7,1028.5714285714287,1300.0,1000,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,4,0,0,0,4,0,0,0,0,0,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0
India,hitesh_001,0,31,NIT Warangal,115,1191.304347826087,1578.2608695652175,1200,10,0,0,0,0,0,1,7,0,2,4,2,19,0,0,10,25,3,0,4,71,3,14,4,0,1,11,31,4,29,17,31,27,9,1,1,0,0,0,0,0,0
India,harishreddy2608,0,9,NIT Warangal,332,1065.6626506024097,1410.6060606060605,1100,20,0,1,5,0,2,5,15,2,5,6,2,57,2,0,32,94,4,0,8,209,1,37,10,0,1,31,68,18,116,97,85,27,4,2,0,0,0,1,0,0,0
India,saumyajit_dey,0,12,NIT Warangal,29,1120.6896551724137,1460.0,1100,1,0,0,1,0,0,2,2,1,1,0,0,6,1,0,4,6,0,0,0,23,0,4,0,0,0,4,4,0,7,10,8,3,1,0,0,0,0,0,0,0,0
India,soubhik_m,0,2,NIT Warangal,10,1260.0,2100.0,1100,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0,7,0,0,0,0,0,1,0,1,3,3,2,0,1,0,0,0,0,1,0,0,0
India,chandanreddy,0,44,NIT Warangal,280,1112.5,1582.142857142857,1100,15,2,3,2,0,1,6,7,2,9,11,4,43,1,0,29,86,6,0,9,174,6,24,5,0,1,28,46,15,92,77,58,31,12,5,4,0,0,1,0,0,0
India,jainatishay71,0,27,NIT Warangal,89,998.876404494382,1347.0588235294117,1000,3,0,0,0,0,0,0,4,0,1,0,1,7,0,0,14,16,0,0,3,58,1,14,3,0,1,7,20,1,39,27,19,2,2,0,0,0,0,0,0,0,0
India,sg1993,0,12,NIT Warangal,21,1223.8095238095239,1550.0,1200,4,1,0,0,0,0,0,0,0,1,1,0,4,0,0,1,6,1,0,3,10,0,2,0,1,2,3,8,0,3,5,6,5,2,0,0,0,0,0,0,0,0
India,indianauthority,0,10,NIT Warangal,9,1111.111111111111,1300.0,1100,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,2,1,0,0,4,0,0,0,0,0,0,2,0,0,6,3,0,0,0,0,0,0,0,0,0,0
India,ak_718,0,23,NIT Warangal,43,1016.2790697674419,1475.0,1000,2,0,0,0,0,0,0,1,0,1,1,1,3,0,0,2,13,0,0,2,28,1,1,1,0,1,3,8,2,21,9,7,4,1,1,0,0,0,0,0,0,0
India,nayak20,0,3,NIT Warangal,30,1033.3333333333333,1450.0,900,0,0,1,0,0,0,0,1,0,0,1,0,5,0,0,8,5,1,0,0,18,0,4,0,0,0,0,6,2,15,8,5,0,0,2,0,0,0,0,0,0,0
India,Raveeghur,0,5,NIT Warangal,12,1183.3333333333333,1700.0,1200,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,3,0,0,0,7,0,0,0,0,1,0,4,1,4,1,4,1,2,0,0,0,0,0,0,0,0
India,rohspeed,0,21,NIT Warangal,30,1126.6666666666667,1566.6666666666667,1000,1,0,0,1,0,0,0,0,1,0,0,0,7,1,0,0,6,0,0,2,25,0,2,0,0,0,2,4,0,6,13,6,2,1,2,0,0,0,0,0,0,0
India,mathmaniac,4,50,Indian Institute of Technology Delhi,313,1540.8945686900959,2283.8709677419356,1500,48,3,7,15,1,5,16,30,0,10,26,6,56,4,5,14,75,27,0,48,124,21,20,13,4,10,34,71,27,37,40,53,35,43,32,31,18,18,5,1,0,0
India,PeterGriffin,0,60,Indian Institute of Technology Delhi,174,1457.471264367816,1979.4117647058824,1400,19,1,8,9,1,3,2,19,0,8,11,1,34,5,0,13,40,9,0,13,71,2,21,6,2,4,12,38,13,14,25,34,30,26,27,14,3,1,0,0,0,0
India,dsharma080,0,28,Indian Institute of Technology Delhi,318,1307.2327044025158,1784.126984126984,1300,41,5,1,9,0,1,3,24,2,10,19,1,47,3,0,30,83,15,1,21,158,9,38,16,3,2,40,78,21,60,50,56,59,64,25,2,1,0,1,0,0,0
India,Ayush_Gupta24,0,23,Indian Institute of Technology Delhi,70,1195.7142857142858,1635.7142857142858,1200,6,0,1,1,0,0,1,3,0,3,1,1,14,0,0,6,17,1,0,4,41,0,7,2,0,1,17,16,4,16,16,22,6,7,2,1,0,0,0,0,0,0
India,ankit_btech,12,20,Indian Institute of Technology Delhi,54,1207.4074074074074,1770.0,1200,5,0,1,0,0,0,0,5,0,0,2,1,11,0,0,3,12,3,0,2,34,1,5,1,0,1,5,13,3,14,11,12,7,6,2,2,0,0,0,0,0,0
India,sauravdahiya2010,0,5,Indian Institute of Technology Delhi,43,1253.4883720930231,1725.0,1200,2,0,0,1,0,0,0,2,0,2,2,0,9,0,1,2,16,1,0,3,25,0,4,0,0,1,5,8,2,8,9,14,2,8,1,1,0,0,0,0,0,0
India,abhinash2k16,0,18,Indian Institute of Technology Delhi,37,1051.3513513513512,1457.142857142857,1000,3,0,0,0,0,0,0,1,0,2,1,1,7,0,0,2,15,1,0,0,16,0,1,0,0,0,4,9,2,15,10,7,3,2,0,0,0,0,0,0,0,0
India,VibhorDodeja,0,2,Indian Institute of Technology Delhi,7,1057.142857142857,1500.0,1100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,4,0,1,0,0,0,0,3,0,2,3,1,1,0,0,0,0,0,0,0,0,0
India,kautsiitd,0,28,Indian Institute of Technology Delhi,129,1275.1937984496124,1740.0,1200,16,0,1,1,0,1,3,8,1,4,6,4,33,0,0,11,30,3,0,5,68,1,14,5,2,3,8,26,3,17,34,28,23,18,7,1,1,0,0,0,0,0
India,kuldeepsharma1312,0,3,Indian Institute of Technology Delhi,21,1233.3333333333333,1825.0,1100,0,1,0,0,0,0,0,1,0,1,0,0,3,1,0,5,9,0,0,0,11,0,1,0,0,0,4,5,1,5,6,3,2,3,1,1,0,0,0,0,0,0
India,kanishgarg,0,1,Indian Institute of Technology Delhi,3,1133.3333333333333,1400.0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
India,parthdhar,0,3,Indian Institute of Technology Delhi,15,1186.6666666666667,1666.6666666666667,1100,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,8,1,0,0,9,0,1,1,0,0,4,4,1,3,5,4,0,2,1,0,0,0,0,0,0,0
India,Udit_Jain_iitd,0,3,Indian Institute of Technology Delhi,31,1012.9032258064516,1366.6666666666667,1000,1,0,0,2,0,0,1,1,1,0,0,0,5,1,0,6,7,0,0,1,19,0,3,1,0,0,3,6,1,15,9,4,2,1,0,0,0,0,0,0,0,0
India,vslkashyap,0,7,Indian Institute of Technology Delhi,47,1078.723404255319,1422.2222222222222,1100,2,0,0,0,0,0,0,1,0,1,3,1,8,0,0,0,11,3,0,1,23,1,4,0,0,0,7,7,1,12,19,9,6,1,0,0,0,0,0,0,0,0
India,Divi_09,0,3,Indian Institute of Technology Delhi,4,925.0,1100.0,900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
India,aniketsd90,0,7,Indian Institute of Technology Delhi,9,1011.1111111111111,1300.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,6,0,1,0,0,0,3,0,1,4,2,3,0,0,0,0,0,0,0,0,0,0
India,rusan,0,6,Indian Institute of Technology Delhi,94,1132.9787234042553,1444.4444444444443,1200,10,0,0,4,0,1,2,3,1,1,1,1,22,1,0,12,23,0,0,1,63,0,11,0,0,0,9,18,3,23,21,37,10,1,2,0,0,0,0,0,0,0
India,patidar.sagar6955,0,10,Indian Institute of Technology Delhi,14,1207.142857142857,1600.0,1100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,10,0,3,0,0,0,1,4,1,1,6,3,2,2,0,0,0,0,0,0,0,0
India,DakshSaurabh,0,7,Indian Institute of Technology Delhi,7,1000.0,1300.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,6,0,0,0,0,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0
India,skg44444,0,4,Indian Institute of Technology Delhi,36,1008.3333333333334,1385.7142857142858,900,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,10,0,0,0,24,0,2,0,0,0,1,6,2,18,12,4,0,0,2,0,0,0,0,0,0,0
India,killjee,30,87,LNMIIT,448,1446.205357142857,2073.0337078651687,1400,82,7,5,18,0,7,10,42,2,15,38,10,80,7,2,34,102,31,2,58,198,25,50,14,2,13,68,95,25,50,73,91,52,71,50,37,13,10,1,0,0,0
India,Jha_The_ME_Coder,2,15,LNMIIT,33,1390.909090909091,2066.6666666666665,1200,6,0,0,4,0,0,1,1,0,0,4,0,6,1,0,5,8,3,0,2,14,3,4,0,0,0,5,5,2,4,9,5,3,3,3,5,1,0,0,0,0,0
India,anmolr7,0,9,LNMIIT,84,1176.1904761904761,1675.0,1100,4,1,1,3,0,0,1,3,1,1,4,2,12,2,0,10,19,3,0,3,40,4,5,1,0,3,10,18,3,19,26,17,9,10,3,0,0,0,0,0,0,0
India,pirat3,0,43,LNMIIT,326,1375.7668711656443,1887.6923076923076,1400,48,1,3,7,0,2,13,26,0,5,19,7,59,2,4,22,75,17,0,39,149,13,46,15,0,6,38,84,16,38,52,69,64,49,35,13,5,1,0,0,0,0
India,scoobydoo,11,37,LNMIIT,215,1453.4883720930231,2060.4651162790697,1400,37,3,3,9,0,3,6,18,0,5,17,4,36,4,1,13,55,23,0,13,88,11,20,9,1,1,35,55,10,31,22,42,26,41,27,13,8,4,1,0,0,0
India,priyanka_1998,-3,50,LNMIIT,251,1205.5776892430279,1720.0,1200,21,0,1,3,0,0,6,6,2,3,15,4,49,3,0,18,55,16,0,15,146,10,20,4,0,9,33,52,16,70,47,57,33,27,11,4,2,0,0,0,0,0
India,alcatraz24,0,24,LNMIIT,76,1261.842105263158,1733.3333333333333,1200,11,0,0,2,0,1,1,4,0,2,7,2,23,1,0,6,18,6,0,8,40,2,4,3,0,1,9,8,4,12,17,20,12,9,4,2,0,0,0,0,0,0
India,vidhan,3,82,LNMIIT,252,1265.4761904761904,1752.0,1200,22,1,4,4,1,0,3,18,1,10,18,3,46,2,1,13,60,15,0,19,136,8,31,7,0,13,32,49,10,41,58,60,42,31,13,6,0,1,0,0,0,0
India,itachi_2324,0,20,LNMIIT,82,1263.4146341463415,1725.0,1300,14,0,0,1,0,1,15,12,0,1,3,1,19,0,0,8,16,3,0,3,38,4,11,5,0,1,12,21,3,16,13,18,22,7,4,2,0,0,0,0,0,0
India,15ucs145,0,18,LNMIIT,54,1266.6666666666667,1730.0,1300,5,0,0,0,0,0,2,1,0,0,3,0,8,0,0,5,15,3,0,3,28,4,6,1,0,1,7,16,0,8,11,16,9,6,4,0,0,0,0,0,0,0
India,prateeksinghal,0,17,LNMIIT,37,1286.4864864864865,1728.5714285714287,1300,4,2,1,0,0,0,1,2,0,0,2,0,9,1,0,4,10,1,0,4,19,0,4,1,0,2,3,11,3,6,9,6,9,4,3,0,0,0,0,0,0,0
India,sam96,0,46,LNMIIT,404,1364.3564356435643,1870.0,1300,68,2,2,14,1,2,14,39,1,10,24,9,75,6,2,24,105,21,1,42,185,15,43,23,1,6,60,88,28,50,66,87,77,71,29,19,4,0,1,0,0,0
India,amolpratap007,0,24,LNMIIT,367,1370.299727520436,1780.8219178082193,1400,27,1,5,3,0,1,6,26,0,2,28,5,51,4,0,25,90,28,0,27,164,20,45,12,0,7,62,121,23,41,41,98,66,86,29,6,0,0,0,0,0,0
India,abbi_18,3,44,LNMIIT,305,1242.295081967213,1749.1803278688524,1200,28,1,4,5,0,1,3,23,1,7,18,5,61,2,1,32,74,10,0,16,168,9,36,9,0,3,41,76,17,62,74,67,37,40,14,10,1,0,0,0,0,0
India,Shutterbug,-2,92,LNMIIT,270,1205.5555555555557,1670.3703703703704,1200,24,0,3,3,0,0,5,12,0,4,12,5,47,1,0,23,66,14,0,11,144,5,28,5,0,4,26,69,9,60,58,75,39,24,12,0,1,1,0,0,0,0
India,abiralsijaria,0,28,LNMIIT,105,1214.2857142857142,1742.857142857143,1200,5,0,0,0,0,0,0,7,0,3,2,0,17,0,0,9,29,3,0,4,50,2,12,5,0,0,9,31,4,27,21,26,9,16,5,0,0,0,1,0,0,0
India,codeshubh,0,27,LNMIIT,59,1227.1186440677966,1563.6363636363637,1200,6,0,1,1,0,0,2,4,0,0,1,0,10,1,0,3,13,1,0,2,39,0,10,2,0,0,6,18,2,8,13,18,14,5,1,0,0,0,0,0,0,0
India,kabeer27,0,4,LNMIIT,10,1180.0,1500.0,1100,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,5,0,0,1,3,0,1,0,0,0,1,4,0,1,4,4,0,1,0,0,0,0,0,0,0,0
India,Pyar.Mahobat.Dhoka.Hai,0,1,LNMIIT,4,1200.0,1600.0,1200,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0
