,0,1
94,1522.0333676131995,1628.0
95,1838.5078406630637,1965.0
96,1754.4935837088706,1797.0
97,1649.818534144768,1673.0
98,1225.9860349817754,1173.0
99,1528.7747266067745,1463.0
100,1379.269227847326,1313.0
101,1533.837324071079,1449.0
102,1472.9705426468136,1548.0
103,2249.0863010397734,2308.0
104,1559.520964473355,1562.0
105,1799.8426803945185,1839.0
106,1690.4579329787375,1667.0
107,1564.9172021195845,1492.0
108,1512.4077658949973,1455.0
109,1499.6807748264255,1608.0
110,1367.9493028110446,1549.0
111,1273.5634523992048,1319.0
112,1155.2855658827903,1332.0
113,1224.641745414454,1200.0
114,1369.4907872321637,1450.0
115,1333.0647644399287,1384.0
116,1288.976321913171,1362.0
117,1494.2371155134024,1438.0
118,2104.715380038935,2131.0
119,1331.1892110704066,1384.0
120,1307.5654072071047,1216.0
121,1487.5296831166925,1635.0
122,1368.6625585703732,1487.0
123,1876.9341935178818,1759.0
124,1520.2855246922554,1485.0
125,1422.8004090561153,1549.0
126,1392.0159430800559,1482.0
127,1680.943762242663,1727.0
128,1192.6388131974818,1241.0
129,1464.8169743226463,1404.0
130,1312.67908700915,1422.0
131,1332.6513041182043,1425.0
132,1441.6488274930598,1599.0
133,1294.5665769948246,1336.0
134,1308.8670857845427,1247.0
135,1244.128028308929,1245.0
136,1461.8537179416599,1636.0
137,1644.2603175154509,1717.0
138,1257.4605463890912,1337.0
139,1992.2293830214621,2031.0
140,1280.09510263415,1093.0
141,1837.6629684864165,1851.0
142,1346.6718244625808,1246.0
143,1331.221970975268,1185.0
144,1503.4785054781096,1645.0
145,1213.1656254845293,1275.0
146,1341.0455973296048,1336.0
147,1222.571831934023,1232.0
148,1235.1439905239822,1243.0
149,1192.8956813098484,1254.0
150,1234.3176805375697,1117.0
151,1283.5471386032732,1249.0
152,1481.4438359214546,1565.0
153,1512.957305803764,1455.0
154,1361.8833005073102,1459.0
155,1213.4332776925148,1105.0
156,1210.2601143232168,1370.0
157,1552.7758862747432,1470.0
158,1392.556976735461,1473.0
159,1395.216402981765,1555.0
160,2052.5701188909443,2108.0
161,1595.7330368234398,1439.0
162,1300.7236510960938,1298.0
163,1235.9286080951424,1026.0
164,1604.8821705503942,1521.0
165,1397.1649298964621,1425.0
166,1869.5651301293256,1632.0
167,1235.7299499286892,1258.0
168,1284.8582433386327,1264.0
169,1265.3412496036472,1451.0
170,1390.2983749246778,1287.0
171,1797.1800504027487,1746.0
172,1494.3949193077715,1501.0
173,1275.4073664656462,1240.0
174,1374.0095120713668,1456.0
175,1313.7612301817717,1345.0
176,1176.6271097062709,1131.0
177,1776.6868591791572,1726.0
178,1596.4428652821662,1546.0
179,1224.376996128689,1192.0
180,1701.5843446029903,1598.0
181,1497.9020897260489,1648.0
182,1554.7215171157004,1625.0
183,1896.1215461155953,1907.0
184,1288.174922393504,1272.0
185,1250.00099531874,1338.0
186,1589.5397457385989,1578.0
187,1658.25274632113,1765.0
188,1432.3858834857674,1398.0
189,1697.9031643661292,1576.0
190,1234.4043096228124,888.0
191,1586.0687275527598,1658.0
192,1281.7847319020511,1336.0
193,1493.5838498322846,1306.0
194,1370.0487602091016,1136.0
195,2023.0136287360074,2018.0
196,1270.4925834386231,1115.0
197,1401.289104115087,1506.0
198,1351.1995682119014,1417.0
199,1217.2022932347463,1387.0
200,1340.6786992194684,1334.0
201,1262.1455161123158,1247.0
202,1829.6483430730732,1673.0
203,1482.1179928522179,1588.0
204,1241.140623509753,1057.0
205,1643.443908620029,1720.0
206,1400.0487526914658,1292.0
207,1286.4754273070575,1223.0
208,1402.3088993428828,1453.0
209,1558.715946605298,1409.0
210,1313.5601231566252,1339.0
211,1233.361461613662,1399.0
212,1328.5016792489769,1034.0
213,1547.9579947850289,1645.0
214,1582.7485033980192,1678.0
215,1205.7941959946038,982.0
216,1245.801897942889,991.0
217,1310.287937912959,1268.0
218,1427.083682909477,1312.0
219,1196.9544011669786,1112.0
220,1347.3499963319482,1388.0
221,1411.7211119680287,1359.0
222,1231.3168190825527,1417.0
223,1508.3814488224161,1611.0
224,1586.9597365631344,1654.0
225,1476.3346424157353,1536.0
226,1550.5244064627768,1658.0
227,1315.3457779286982,1326.0
228,1741.0865122674586,1765.0
229,1722.1090746073605,1732.0
230,1522.9091801623435,1530.0
231,1949.1358574329497,1909.0
232,1310.0335738992871,1190.0
233,1516.5896175055386,1586.0
234,1197.1047929384367,1250.0
235,1278.8296067489864,1317.0
236,1541.859579237047,1652.0
237,1489.1831021102698,1541.0
238,1152.7060652671935,1369.0
239,1303.7891692219855,1349.0
240,1510.8757488502742,1559.0
241,1588.9889587758662,1658.0
242,1393.6427009998442,1428.0
243,1434.1031429857103,1505.0
244,1547.4249569772364,1459.0
245,1250.6559500990988,1280.0
246,1473.1330493351998,1461.0
247,1982.0365552975418,1941.0
248,1470.890246398616,1586.0
249,1321.2316767683806,1306.0
250,1239.293731385711,1260.0
251,1492.118671282995,1637.0
252,1358.2509701341478,1481.0
253,1594.0714621840598,1646.0
254,1411.31333971383,1531.0
255,1177.0886491396086,849.0
256,1234.8807868714066,993.0
257,1543.6083382068755,1645.0
258,1344.7856282255234,1329.0
259,1705.0387518181087,1759.0
260,1552.4938400125684,1565.0
261,1413.3291178390937,1401.0
262,1469.6258285938384,1606.0
263,1285.209026973098,1381.0
264,1337.4319116062106,1367.0
265,1667.6934603600384,1754.0
266,1411.246797978747,1350.0
267,1357.657226851079,1431.0
268,1277.3508386666508,1190.0
269,1338.4463820754172,1247.0
270,1797.0883918105246,1913.0
271,1288.6800786851527,1320.0
272,1646.3829708694102,1644.0
273,1524.5571152939083,1186.0
274,1440.1595410703303,1547.0
275,1287.1793347782077,1186.0
276,1594.890585936475,1588.0
277,1179.0796672029974,1031.0
278,1203.6742669528903,1385.0
279,1433.9842381219933,1461.0
280,1221.8702679275157,1182.0
281,1340.7266945581505,1411.0
282,1331.8977341394493,1423.0
283,1313.5985164696904,1160.0
284,1379.6249679921748,1495.0
285,1603.7571592702152,1574.0
286,1438.3072434979113,1462.0
287,1268.0931589006068,1142.0
288,1710.71627844857,1666.0
289,1206.8001615124376,1133.0
290,1674.3291775657417,1576.0
291,1439.1664389668585,1559.0
292,1452.5641617177607,1460.0
293,1614.8610186873557,1672.0
294,1364.854260161388,1455.0
295,1512.6178137952083,1553.0
296,1719.2926658055367,1793.0
297,1610.898797198999,1658.0
298,1496.0072311757685,1409.0
299,1247.4875740166317,1382.0
300,1620.1537466690497,1622.0
301,1288.5526922790887,1164.0
302,1660.7985906003596,1728.0
303,1347.7623593153985,1469.0
304,1427.8855175374629,1593.0
305,1368.1640070600988,1420.0
306,1317.4487614425452,1454.0
307,1302.775341797489,1274.0
308,1485.2999612687709,1484.0
309,1259.129105070475,1340.0
310,1399.0953833226667,1509.0
311,2057.0370361058594,2029.0
312,1824.049335345495,1733.0
313,1576.0684307514312,1602.0
314,1478.3912262319209,1555.0
315,1270.6794498114468,1232.0
316,1215.293003976214,893.0
317,1954.1159817947628,2041.0
318,1263.826603665817,1346.0
319,1358.5599543562712,1315.0
320,1298.0785818173172,1286.0
321,1216.0446281189652,1096.0
322,1473.881480254102,1555.0
323,1865.1207883133175,1907.0
324,1203.4421413092496,1016.0
325,1822.894131295252,1798.0
326,1273.4666943530174,1301.0
327,1293.5814842450054,1200.0
328,1372.19835175162,1563.0
329,1294.5104107259394,1134.0
330,1830.634050693232,1923.0
331,1255.3616962189408,1290.0
332,1227.2363885994564,1383.0
333,1517.397303044665,1584.0
334,1845.9515563653404,1811.0
335,1231.1873538008513,1228.0
336,1223.963161194566,1207.0
337,1336.0729758291127,1349.0
338,1651.0151851324918,1719.0
339,1289.8965670576872,1401.0
340,1225.163395676631,984.0
341,1203.6694835739763,1233.0
342,1300.803707383442,1170.0
343,1377.062759687993,1506.0
344,1334.626496091354,1331.0
345,1231.0106379500212,1196.0
346,1292.341691709924,1484.0
347,1701.1875633596064,1718.0
348,1421.775875641135,1417.0
349,1594.2240445389034,1595.0
350,1618.8236799611332,1642.0
351,1381.611730992663,1382.0
352,1387.4775754565926,1434.0
353,1206.9615132583858,1082.0
354,1361.4528083669575,1388.0
355,1633.4528646840336,1552.0
356,1287.1836707143666,1410.0
357,1346.1696353255393,1245.0
358,1278.859959833193,1405.0
359,1266.6439352071466,1315.0
360,1591.8810070230247,1570.0
361,1293.8168939816387,1351.0
362,1504.3096857106866,1596.0
363,1295.8692173751624,1286.0
364,1284.960218936074,1417.0
365,1540.9741842261137,1613.0
366,1702.7136009632231,1754.0
367,1387.9706294684293,1381.0
368,1747.9206438435795,1594.0
369,1997.9829263089778,1899.0
370,1287.607433333862,1316.0
371,1269.7829989673191,1275.0
372,1561.1967970876576,1563.0
373,1535.9777818367438,1477.0
374,1367.4962362404476,1400.0
375,1270.0626809372188,1359.0
376,1465.7554450331809,1552.0
377,1242.8393958470406,1170.0
378,1676.8602500258567,1873.0
379,1635.5600669531705,1635.0
380,1513.8828506952705,1507.0
381,1471.5511140076997,1580.0
382,1325.760777217205,1414.0
383,1140.4727903528692,829.0
384,1359.643874861169,1481.0
385,1387.8283450117888,1426.0
386,1532.089948207009,1598.0
387,1198.414505660403,963.0
388,1615.7584820560587,1672.0
389,1389.4529159216763,1485.0
390,1257.336093455422,1301.0
391,1944.2789588271262,1939.0
392,1437.809438444543,1531.0
393,1358.304058123249,1435.0
394,1312.2222323062451,1322.0
395,1996.3929106740834,2009.0
396,1205.2461735413963,1074.0
397,1195.7474176286341,1162.0
398,1294.2962918578269,1429.0
399,1274.4607214213902,1430.0
400,1357.9628411716403,1437.0
401,1474.1278453169944,1518.0
402,1584.0928183243232,1653.0
403,1222.663520495742,1292.0
404,1286.765682225916,1426.0
405,1277.0343934482516,1347.0
406,1468.2172817977698,1442.0
407,1222.3145034647168,1280.0
408,1855.7051799445035,1902.0
409,1954.8229499159934,1903.0
410,1309.304004534948,1402.0
411,1712.649807451162,1817.0
412,1519.6210171951534,1637.0
413,1648.4630569814326,1644.0
414,1253.8688780738594,1323.0
415,1441.6584539486648,1490.0
416,1837.9298835097434,1790.0
417,1628.2957593387546,1740.0
418,1854.396331526208,1745.0
419,1262.678686465937,1147.0
420,1632.373925715554,1585.0
421,1503.7137333558494,1364.0
422,1334.3840674458625,1215.0
423,1341.2976998014929,1328.0
424,1233.8620460926177,1377.0
425,1581.1813185590872,1676.0
426,1302.339155614245,1407.0
427,1350.1134970410349,1415.0
428,1368.0615129618527,1206.0
429,1299.3450371733488,1311.0
430,1296.6479805967392,1196.0
431,1529.48770700382,1517.0
432,1584.7339785526128,1477.0
433,1347.2870472370269,1195.0
434,1346.571814145762,1448.0
435,1533.385732203591,1551.0
436,1298.4643552078487,1460.0
437,1664.9040572790982,1625.0
438,1670.734867233652,1799.0
439,1264.1045090927364,1409.0
440,1258.5922110936226,1168.0
441,1560.4619401952805,1603.0
442,1368.959173232186,1291.0
443,1445.773238874841,1445.0
444,1723.0117668508174,1655.0
445,1261.940008893478,1419.0
446,1324.847184687722,1364.0
447,1666.6110558303626,1630.0
448,1813.9683059955569,1664.0
449,1939.3582272323401,1937.0
450,1305.5473480819346,1298.0
451,1587.1445157042326,1611.0
452,1480.8789668379904,1568.0
453,2214.6900262235285,2197.0
454,1236.9475540908606,1092.0
455,1367.3325537739875,1321.0
456,1240.3880259202415,1414.0
457,1546.8010027910204,1604.0
458,1300.931549332905,1293.0
459,1237.033257279414,1091.0
460,1478.8411526473792,1560.0
461,1305.4971702432813,1319.0
462,1429.1127395498188,1413.0
463,1371.5467487684073,1374.0
464,1595.223036268595,1586.0
465,1526.8756464867474,1543.0
466,1251.7966069242539,1312.0
467,1326.3129954634787,1439.0
468,1302.7924392706336,1408.0
469,1316.6156881627248,1461.0
470,1315.5104088185908,1358.0
471,1290.9921759216668,1430.0
472,1148.0202830888884,1313.0
473,1278.398476317394,1230.0
474,1692.0357272772671,1587.0
475,1262.638108920175,1277.0
476,1274.2075469976844,1154.0
477,1348.4442328064324,1405.0
478,1522.486777998376,1499.0
479,1448.5067907235207,1569.0
480,1551.8945561222208,1558.0
481,1496.485378175843,1568.0
482,1499.6313405892433,1521.0
483,1502.171873152125,1580.0
484,1693.648978009689,1667.0
485,1748.7779810804495,1842.0
486,1326.6878521366598,1443.0
487,1238.3829840271355,1351.0
488,1273.392113916445,1198.0
489,1362.3408332167746,1320.0
490,1222.039379298556,1337.0
491,1459.5253456755163,1364.0
492,1582.747574813533,1548.0
493,1296.5372383684007,1249.0
494,1441.9961144401314,1423.0
495,1303.5358671544673,1186.0
496,1221.7405688277067,1052.0
497,1271.6871155759873,1399.0
498,1475.3705718665005,1585.0
499,1256.9559536574961,975.0
500,1640.894037142265,1742.0
501,1382.8931345007004,1405.0
502,1315.1297567266593,1272.0
503,1438.874792277682,1410.0
504,1394.4788035632664,1503.0
505,1376.3416355996014,1487.0
506,1269.596590231973,1207.0
507,1261.3024845718028,1401.0
508,1542.5913585739763,1626.0
509,1405.940261579919,1509.0
510,1661.5440976394893,1773.0
511,1633.5792813094886,1367.0
512,1511.800040408838,1434.0
513,1610.2836511171045,1588.0
514,1232.3685194960417,1163.0
515,1212.0484027917119,1035.0
516,1758.1666457204701,1812.0
517,1316.069801043588,1377.0
518,1287.8673855437519,1412.0
519,1290.7365549726965,1427.0
520,1615.9200583145575,1735.0
521,1510.0807017566258,1555.0
522,1342.771572272628,1411.0
523,1242.132577791679,1326.0
524,1385.1525046377064,1376.0
525,1893.5927618591668,1881.0
526,1235.554748274255,1000.0
527,1417.7457317708613,1478.0
528,1527.4124335999222,1182.0
529,1273.3739048911812,1099.0
530,2034.3579578789504,1916.0
531,1351.037891805041,1299.0
532,1233.301809977609,1386.0
533,1591.092275172341,1718.0
534,1407.8619290905626,1523.0
535,1225.591212278101,1209.0
536,1288.707823123652,1350.0
537,1637.7980985789181,1759.0
538,1590.228503863662,1668.0
539,1285.3773495926143,1431.0
540,1391.028707921374,1477.0
541,1604.4128720237495,1657.0
542,1270.841935501303,1438.0
543,1648.8503547011496,1614.0
544,1230.1663770432206,1382.0
545,1234.7400273679377,1159.0
546,1155.4507834127726,1267.0
547,1369.430327243972,1415.0
548,1496.5744979529263,1301.0
549,2032.1488289235713,1953.0
550,1318.050727583337,1301.0
551,1182.309184417929,1042.0
552,1361.5582313294144,1434.0
553,1296.189432874191,1339.0
554,1571.2987410573842,1547.0
555,1490.6978957800748,1544.0
556,1355.1236857654148,1523.0
557,1223.753738116342,1186.0
558,1296.3875851033808,1137.0
559,1349.3685549347283,1460.0
560,1850.640136629212,1857.0
561,2110.8219443008857,2043.0
562,1274.5090895936446,1188.0
563,1548.7617295839445,1602.0
564,1557.5835311108822,1561.0
565,1416.4923676511826,1532.0
566,1661.3893861638935,1713.0
567,1596.1833639218094,1650.0
568,1227.3357784672262,1237.0
569,1401.0717099568428,1057.0
570,1395.551947824526,1480.0
571,1400.0769513415726,1528.0
572,1255.235626087393,1230.0
573,1281.3012806771876,1201.0
574,1466.5853309387894,1592.0
575,1282.5713857765804,1293.0
576,1846.920760974157,1941.0
577,1444.442409425843,1345.0
578,1267.188469439614,1365.0
579,1595.1382810192736,1641.0
580,1481.216868415344,1445.0
581,2137.6537178455474,1875.0
582,1374.4084509274544,1451.0
583,1334.3283998801926,1414.0
584,1956.314462590366,1948.0
585,1479.8355183637323,1494.0
586,1857.8244397415401,1823.0
587,1190.2004839590372,1227.0
588,1289.998469259459,1302.0
589,1206.509164661038,1374.0
590,1226.9482061116578,1372.0
591,1913.0168163700582,1769.0
592,1643.205952146891,1494.0
593,1299.2901806811424,1440.0
594,1632.8828930257441,1491.0
595,1652.5063282655174,1748.0
596,1424.51184695946,1502.0
597,1445.2728256581904,1500.0
598,1460.4214305163914,1033.0
599,1336.2624825386883,1417.0
600,1220.8725684544625,1108.0
601,1422.1246126739861,1520.0
602,1558.262262761462,1525.0
603,1476.0704141034366,1579.0
604,1321.6545316165866,1202.0
605,1431.3552516623022,1493.0
606,1711.3603630437137,1695.0
607,1447.5750079451682,1392.0
608,1410.4348569213034,1317.0
609,1560.4096840320708,1157.0
610,1279.657965223174,1413.0
611,1599.609435774255,1675.0
612,1208.3425058479916,1318.0
613,1401.709979876745,1434.0
614,1626.5328792648943,1661.0
615,1273.1670818402054,1197.0
616,1259.8059485180856,918.0
617,1334.0618918031541,1404.0
618,1182.5225739459129,955.0
619,1486.531962307039,1563.0
620,1388.1599263212265,1368.0
621,1327.886578546706,1476.0
622,1287.8761413990142,1159.0
623,1347.4429661742033,1444.0
624,1569.1663031874778,1613.0
625,1652.6316275893332,1716.0
626,1277.8344685806514,1430.0
627,1319.456010857466,1416.0
628,1863.1513069568755,1945.0
629,1648.302826344836,1669.0
630,1996.200150742996,1943.0
631,1434.6975059265824,1594.0
632,1274.2735940570565,1232.0
633,2016.089693525675,2004.0
634,1942.8748006893875,1930.0
635,1316.2710436730267,1376.0
636,1185.507774827871,1378.0
637,1314.35209506737,1342.0
638,1274.3962406854698,1262.0
639,1482.6339599339844,1308.0
640,1290.32176670419,1111.0
641,1788.0490784047724,1778.0
642,1923.8245122207882,2029.0
643,1460.8290460145654,1104.0
644,1626.783582560587,1647.0
645,1349.5248744635464,1430.0
646,1416.4596012754919,1398.0
647,1313.7467648758175,1363.0
648,1506.6871613523545,1462.0
649,1752.2777737079741,1626.0
650,1610.4007019399287,1551.0
651,1441.7452225087764,1542.0
652,1862.4789152516605,1871.0
653,1646.7886370568158,1655.0
654,1648.4810164350638,1630.0
655,1249.481329023707,1277.0
656,1563.3338632451923,1548.0
657,1257.8010543248238,1208.0
658,1271.5712782888295,1012.0
659,1631.6295780538203,1719.0
660,1371.198255956042,1452.0
661,2077.986233584452,2097.0
662,1214.963457973543,1258.0
663,1451.6442877942318,1539.0
664,1258.5348018667282,1235.0
665,1253.8428744001867,1176.0
666,1489.0822120009543,1169.0
667,1444.3162781110586,1541.0
668,1541.7339354444848,1522.0
669,1385.368681371081,1362.0
670,1629.0623722559394,1484.0
671,1279.4529741926672,1176.0
672,1639.5042460340628,1661.0
673,1552.9491543563636,1642.0
674,2014.0446197240235,1945.0
675,1266.0622863526078,1093.0
676,1267.120521241668,1084.0
677,1316.3835713377775,1176.0
678,1809.787403933573,1763.0
679,1678.4333970321895,1799.0
680,1515.1153139712842,1508.0
681,1907.889116326216,1704.0
682,1222.133412156123,1210.0
683,1413.604088947046,1404.0
684,1312.5631835012318,1195.0
685,1991.8402003197552,1956.0
686,1447.2455253376247,1414.0
687,1332.7426285146357,1293.0
688,1196.9547311662318,901.0
689,1391.6484917102935,1392.0
690,1245.9844460886525,1311.0
691,1509.4995866938116,1627.0
692,1294.8287925495388,1362.0
693,1432.9623518044682,1511.0
694,1667.640300789717,1679.0
695,1509.3387359975459,1508.0
696,1245.1475025819236,1209.0
697,1902.090076185632,1984.0
698,1383.63558012234,1507.0
699,1226.9918124450924,900.0
700,1266.2254618884617,1356.0
701,1344.4157623367937,1463.0
702,1252.6345728895249,1308.0
703,1616.0811733993323,1652.0
704,1288.6031460555823,1406.0
705,1343.3038519470574,1387.0
706,1366.5753851010086,1315.0
707,1317.7628325073601,1382.0
708,1677.3839041738393,1578.0
709,1301.5907858459832,1311.0
710,1208.2302023096563,898.0
711,1417.2336827091349,1461.0
712,1636.0000202579977,1663.0
713,1690.2496438006492,1768.0
714,1220.5172332840593,1205.0
715,1288.4714777691843,1287.0
716,1739.3088679610373,1755.0
717,1422.4085535164486,1361.0
718,1692.5868936312472,1709.0
719,1226.4255219882907,1295.0
720,2086.1691768317105,2147.0
721,1911.8642451910855,1789.0
722,1493.907501149326,1562.0
723,1826.1075897588016,1789.0
724,1216.3431802195119,1350.0
725,1291.644495677072,1165.0
726,1326.723122600335,1209.0
727,1232.5840368418576,1390.0
728,1274.0800683273555,1051.0
729,1298.0364073811652,1401.0
730,1392.1167899815919,1442.0
731,1817.3851395136298,1847.0
732,1469.6128304094163,1542.0
733,1371.7520220781298,1384.0
734,1438.6158791825728,1507.0
735,1291.0521835683467,1283.0
736,1538.2788184544625,1528.0
737,1549.0507052446337,1588.0
738,1215.3170069603802,1005.0
739,1259.478275750167,1413.0
740,1435.966080274302,1508.0
741,1516.3054138532461,1508.0
742,1216.7260862252297,1161.0
743,1265.411881338412,1102.0
744,1663.0854522435548,1712.0
745,1271.0138230620505,1165.0
746,1714.7332678212406,1760.0
747,1722.3664851485373,1730.0
748,1267.5381612850906,1193.0
749,1225.5347642184788,951.0
750,1376.1063870451035,1463.0
751,1283.0171096658887,1121.0
752,1436.6876960097434,1468.0
753,1251.1909751178318,1386.0
754,1170.675478058256,1166.0
755,1401.184763621408,1459.0
756,1320.0646473133675,1438.0
757,1292.225430576931,1247.0
758,1749.2652653771074,1668.0
759,1269.7408181613864,1220.0
760,1421.2450653718406,1456.0
761,1872.0138115285517,1790.0
762,1664.730560719836,1666.0
763,1189.1036771106155,874.0
764,1215.670531168449,918.0
765,1466.5678233204962,1447.0
766,1285.6781928090932,1332.0
767,1677.122836805749,1640.0
768,1650.2067935018422,1544.0
769,1520.8860911278607,1634.0
770,1294.4286188481929,1366.0
771,1291.724336700834,1388.0
772,1570.7034987060906,1527.0
773,1277.425341512877,1445.0
774,1230.491187915075,1400.0
775,1879.8093193877285,1921.0
776,1920.7096642701508,1874.0
777,1412.773821696508,1474.0
778,1402.9405249206902,1515.0
779,1184.432038823943,1388.0
780,1495.564717920366,1533.0
781,1289.1157481184782,1425.0
782,1611.2462947516324,1702.0
783,2052.5523051171185,2037.0
784,1529.1642898915889,1538.0
785,1334.69633334862,1301.0
786,1179.2715619372757,1197.0
787,2003.6142425908329,1935.0
788,1566.980223119128,1650.0
789,1443.4144494047941,1531.0
790,1383.2345829893457,1457.0
791,1373.5144273227634,1367.0
792,1458.9799373297574,1382.0
793,1598.3854977859737,1665.0
794,1865.1425978689076,1785.0
795,1370.9450463204266,1347.0
796,1703.5006224660756,1724.0
797,1528.4653190037789,1609.0
798,1407.693912923205,1319.0
799,1574.4128346236976,1652.0
800,1267.5315849034669,1261.0
801,1799.9132594017865,1895.0
802,1480.0565491615416,1185.0
803,1399.1516542805912,1416.0
804,1282.7950227082329,1135.0
805,1878.6563063039066,1818.0
806,1384.0742806455673,1314.0
807,1310.2746191908227,1256.0
808,1242.9361459611537,1235.0
809,1206.2879566548945,1007.0
810,1456.6767517438711,1442.0
811,1233.115196864921,1413.0
812,1291.773830473292,1219.0
813,1513.2468135504605,1611.0
814,1279.0984630657913,1187.0
815,1295.4683820454957,1398.0
816,1511.7690611033322,1602.0
817,1338.3918822667183,1351.0
818,1248.3726238998206,1173.0
819,1515.5886609329464,1627.0
820,1306.1022620497824,1269.0
821,1571.650353435296,1546.0
822,1224.8361831008078,1361.0
823,1906.4763968846382,1949.0
824,1436.3847244678618,1405.0
825,1284.5012524983467,1301.0
826,1277.094970708582,1212.0
827,1626.0679428273434,1711.0
828,1529.5371663345577,1649.0
829,1356.6835658064665,1476.0
830,1305.3108649550559,1400.0
831,1624.2518498109275,1639.0
832,1762.096300855148,1813.0
833,1265.3237288853707,1273.0
834,1296.672901019323,1288.0
835,1271.3590543045284,1194.0
836,1237.3840708135249,1302.0
837,1413.3612296132924,1395.0
838,1413.9029840584408,1560.0
839,1192.5343804758595,1240.0
840,1526.8011193018028,1527.0
841,1320.148061727974,1194.0
842,1560.9816708358558,1633.0
843,1558.4323859511496,1473.0
844,1575.4807050003292,1717.0
845,1283.446567248422,1138.0
846,1266.2922072707297,1201.0
847,1306.5751424952032,1333.0
848,1212.4812642651232,1072.0
849,1228.5004906634422,1138.0
850,1628.4553086532833,1749.0
851,1709.5223144887568,1754.0
852,1380.447772430125,1194.0
853,1242.0959517470183,1072.0
854,1304.6436580921145,1389.0
855,1214.3828875234904,1252.0
856,1244.1849570571067,1225.0
857,1555.4612234680535,1662.0
858,1277.3167240022303,1350.0
859,1328.610882261637,1350.0
860,1985.1482661146292,1978.0
861,1929.7187563924672,1920.0
862,1255.1922507582785,1274.0
863,1396.3260655196937,1490.0
864,1587.210291787851,1540.0
865,1318.5194702743174,1320.0
866,1528.8744768368633,1318.0
867,1304.5458358879696,1385.0
868,1697.4338433256926,1644.0
869,1389.736805856097,1208.0
870,1641.5998982450546,1574.0
871,1206.8979147522332,1383.0
872,1534.8238257019402,1490.0
873,1568.576291590798,1535.0
874,1758.6259965969803,1844.0
875,1350.5695979109587,1480.0
876,1477.503890430511,1539.0
877,1613.9118575005414,1636.0
878,1237.6062809935393,1372.0
879,1211.1844401730777,1229.0
880,1302.6718921715947,1323.0
881,1742.7026362715842,1852.0
882,1219.8418397939386,1043.0
883,1587.3548256562644,1556.0
884,1565.5199022161396,1634.0
885,1420.7534528894903,1447.0
886,1373.0694625711621,1480.0
887,1386.5540965458931,1367.0
